[cast header]


depthinmeters=no
seacast version= Version 4.4.0

instrumentsn=08249
date=02/03/23
time=15:28:41.87
pressureoffset=0.06
usepressureoffset=yes
slot1sensor1=micro c sensor sn 500482 02/01/22
slot1sensor2=micro c sensor sn 00/00/00
slot3sensor1=micro p&t sensor sn e00029 02/01/22
slot3sensor2=micro p&t sensor sn 400138 02/01/22

average sound velocity=1483.87
 
comments= 
 
[data]
Date (mm/dd/yy),Time,Conductivity,Pressure (dBar),Temperature (C),Battery (V),Salinity (PSU),Density (kg m-3),Calc. SV (m/s)
02/03/23,15:28:41.93,00.414,-0000.07,10.256,008.03,00.281,0999.900,1448.63
02/03/23,15:28:41.95,10.775,-0000.07,10.256,008.03,08.742,1006.494,1459.00
02/03/23,15:28:41.98,27.092,-0000.02,09.896,008.03,24.076,1018.453,1476.18
02/03/23,15:28:42.01,27.117,-0000.02,09.887,008.03,24.107,1018.479,1476.18
02/03/23,15:28:42.04,27.121,-0000.01,09.870,008.03,24.122,1018.493,1476.14
02/03/23,15:28:42.08,27.092,-0000.02,09.861,008.03,24.100,1018.477,1476.08
02/03/23,15:28:42.12,26.999,-0000.02,09.853,008.03,24.014,1018.412,1475.94
02/03/23,15:28:42.16,26.880,-0000.03,09.849,008.03,23.901,1018.324,1475.79
02/03/23,15:28:42.19,26.789,-0000.01,09.845,008.03,23.814,1018.257,1475.67
02/03/23,15:28:42.24,26.696,-0000.03,09.842,008.03,23.725,1018.188,1475.55
02/03/23,15:28:42.28,26.689,-0000.01,09.841,008.03,23.719,1018.183,1475.54
02/03/23,15:28:42.32,26.716,-0000.01,09.842,008.03,23.745,1018.204,1475.58
02/03/23,15:28:42.35,26.764,-0000.01,09.840,008.03,23.792,1018.241,1475.63
02/03/23,15:28:42.40,26.793,0000.01,09.838,008.03,23.822,1018.264,1475.66
02/03/23,15:28:42.44,26.815,-0000.02,09.834,008.03,23.847,1018.284,1475.67
02/03/23,15:28:42.47,26.843,-0000.04,09.831,008.03,23.876,1018.307,1475.69
02/03/23,15:28:42.52,26.864,-0000.01,09.828,008.03,23.898,1018.325,1475.71
02/03/23,15:28:42.55,26.900,-0000.02,09.825,008.03,23.936,1018.355,1475.75
02/03/23,15:28:42.60,26.929,-0000.04,09.821,008.03,23.967,1018.379,1475.77
02/03/23,15:28:42.64,26.946,-0000.03,09.817,008.03,23.986,1018.395,1475.78
02/03/23,15:28:42.67,26.962,-0000.03,09.811,008.03,24.006,1018.411,1475.78
02/03/23,15:28:42.72,26.970,-0000.02,09.807,008.03,24.016,1018.420,1475.78
02/03/23,15:28:42.76,26.970,-0000.02,09.804,008.03,24.019,1018.422,1475.77
02/03/23,15:28:42.80,26.969,0000.00,09.801,008.03,24.020,1018.424,1475.76
02/03/23,15:28:42.84,26.964,-0000.02,09.797,008.03,24.017,1018.422,1475.74
02/03/23,15:28:42.88,26.966,-0000.02,09.794,008.03,24.021,1018.426,1475.73
02/03/23,15:28:42.92,26.980,-0000.01,09.793,008.03,24.035,1018.436,1475.75
02/03/23,15:28:42.95,27.003,-0000.03,09.793,008.03,24.058,1018.454,1475.77
02/03/23,15:28:43.00,27.032,-0000.05,09.792,008.03,24.087,1018.477,1475.80
02/03/23,15:28:43.04,27.053,-0000.04,09.792,008.03,24.107,1018.493,1475.83
02/03/23,15:28:43.08,27.079,-0000.04,09.792,008.03,24.133,1018.513,1475.86
02/03/23,15:28:43.12,27.091,-0000.04,09.794,008.03,24.143,1018.521,1475.88
02/03/23,15:28:43.16,27.098,-0000.05,09.795,008.03,24.150,1018.525,1475.89
02/03/23,15:28:43.19,27.104,-0000.04,09.795,008.03,24.156,1018.530,1475.90
02/03/23,15:28:43.24,27.105,-0000.04,09.796,008.03,24.156,1018.530,1475.90
02/03/23,15:28:43.28,27.102,-0000.04,09.796,008.03,24.153,1018.528,1475.90
02/03/23,15:28:43.32,27.100,-0000.03,09.797,008.03,24.150,1018.526,1475.90
02/03/23,15:28:43.36,27.101,-0000.03,09.797,008.03,24.151,1018.526,1475.90
02/03/23,15:28:43.40,27.100,-0000.03,09.797,008.03,24.150,1018.525,1475.90
02/03/23,15:28:43.43,27.102,-0000.04,09.797,008.03,24.152,1018.527,1475.90
02/03/23,15:28:43.48,27.105,-0000.02,09.797,008.03,24.155,1018.530,1475.90
02/03/23,15:28:43.52,27.103,-0000.04,09.797,008.03,24.153,1018.528,1475.90
02/03/23,15:28:43.56,27.098,-0000.02,09.795,008.03,24.149,1018.525,1475.89
02/03/23,15:28:43.60,27.092,-0000.04,09.795,008.03,24.144,1018.521,1475.88
02/03/23,15:28:43.64,27.089,-0000.05,09.795,008.03,24.141,1018.518,1475.88
02/03/23,15:28:43.68,27.088,-0000.04,09.795,008.03,24.140,1018.518,1475.88
02/03/23,15:28:43.72,27.084,-0000.04,09.795,008.03,24.136,1018.515,1475.87
02/03/23,15:28:43.76,27.082,-0000.03,09.793,008.03,24.135,1018.515,1475.87
02/03/23,15:28:43.79,27.092,-0000.05,09.794,008.03,24.144,1018.521,1475.88
02/03/23,15:28:43.84,27.103,-0000.05,09.794,008.03,24.155,1018.530,1475.89
02/03/23,15:28:43.88,27.112,-0000.03,09.793,008.03,24.165,1018.537,1475.90
02/03/23,15:28:43.91,27.118,-0000.04,09.793,008.03,24.171,1018.543,1475.91
02/03/23,15:28:43.96,27.124,-0000.02,09.791,008.03,24.177,1018.548,1475.91
02/03/23,15:28:44.00,27.131,-0000.04,09.789,008.03,24.185,1018.554,1475.91
