[cast header]


depthinmeters=no
seacast version= Version 4.4.0

instrumentsn=08249
date=02/03/23
time=14:28:46.79
pressureoffset=0.06
usepressureoffset=yes
slot1sensor1=micro c sensor sn 500482 02/01/22
slot1sensor2=micro c sensor sn 00/00/00
slot3sensor1=micro p&t sensor sn e00029 02/01/22
slot3sensor2=micro p&t sensor sn 400138 02/01/22

average sound velocity=1482.29
 
comments= 
 
[data]
Date (mm/dd/yy),Time,Conductivity,Pressure (dBar),Temperature (C),Battery (V),Salinity (PSU),Density (kg m-3),Calc. SV (m/s)
02/03/23,14:28:46.88,10.119,-0000.08,10.386,008.07,08.140,1006.012,1458.77
02/03/23,14:28:46.90,12.307,-0000.07,10.386,008.05,10.056,1007.499,1461.09
02/03/23,14:28:46.92,26.422,-0000.04,09.742,008.05,23.522,1018.045,1474.93
02/03/23,14:28:46.95,26.422,0000.00,09.741,008.05,23.523,1018.046,1474.93
02/03/23,14:28:47.00,26.423,0000.00,09.739,008.05,23.525,1018.048,1474.93
02/03/23,14:28:47.04,26.424,-0000.01,09.737,008.05,23.527,1018.049,1474.92
02/03/23,14:28:47.08,26.425,-0000.01,09.735,008.05,23.529,1018.051,1474.92
02/03/23,14:28:47.12,26.425,-0000.01,09.734,008.05,23.530,1018.052,1474.91
02/03/23,14:28:47.16,26.423,-0000.02,09.733,008.05,23.529,1018.051,1474.91
02/03/23,14:28:47.19,26.418,0000.01,09.733,008.07,23.524,1018.048,1474.90
02/03/23,14:28:47.23,26.415,-0000.01,09.734,008.05,23.521,1018.045,1474.90
02/03/23,14:28:47.28,26.414,-0000.02,09.737,008.05,23.518,1018.042,1474.91
02/03/23,14:28:47.32,26.419,0000.00,09.739,008.05,23.521,1018.045,1474.92
02/03/23,14:28:47.35,26.420,0000.01,09.740,008.05,23.521,1018.045,1474.93
02/03/23,14:28:47.40,26.424,0000.00,09.740,008.05,23.526,1018.048,1474.93
02/03/23,14:28:47.44,26.427,-0000.01,09.740,008.05,23.529,1018.050,1474.93
02/03/23,14:28:47.48,26.429,0000.01,09.740,008.05,23.531,1018.052,1474.94
02/03/23,14:28:47.52,26.429,0000.01,09.741,008.05,23.530,1018.051,1474.94
02/03/23,14:28:47.56,26.429,0000.02,09.739,008.07,23.531,1018.053,1474.93
02/03/23,14:28:47.60,26.428,-0000.01,09.737,008.05,23.532,1018.053,1474.93
02/03/23,14:28:47.64,26.426,-0000.01,09.736,008.05,23.530,1018.052,1474.92
02/03/23,14:28:47.67,26.425,-0000.01,09.739,008.05,23.527,1018.049,1474.93
02/03/23,14:28:47.71,26.424,-0000.02,09.744,008.05,23.523,1018.045,1474.94
02/03/23,14:28:47.76,26.424,-0000.02,09.752,008.05,23.518,1018.040,1474.96
02/03/23,14:28:47.80,26.423,-0000.01,09.758,008.05,23.513,1018.035,1474.98
02/03/23,14:28:47.83,26.425,0000.01,09.763,008.05,23.511,1018.033,1475.00
02/03/23,14:28:47.88,26.425,-0000.02,09.765,008.05,23.510,1018.032,1475.01
02/03/23,14:28:47.92,26.426,-0000.03,09.763,008.05,23.512,1018.034,1475.00
02/03/23,14:28:47.95,26.426,-0000.02,09.758,008.07,23.516,1018.038,1474.99
02/03/23,14:28:47.99,26.428,-0000.01,09.752,008.07,23.521,1018.043,1474.97
02/03/23,14:28:48.03,26.428,-0000.01,09.748,008.05,23.524,1018.046,1474.96
