[cast header]


depthinmeters=no
seacast version= Version 4.4.0

instrumentsn=08249
date=02/03/23
time=10:06:04.60
pressureoffset=0.06
usepressureoffset=yes
slot1sensor1=micro c sensor sn 500482 02/01/22
slot1sensor2=micro c sensor sn 00/00/00
slot3sensor1=micro p&t sensor sn e00029 02/01/22
slot3sensor2=micro p&t sensor sn 400138 02/01/22

average sound velocity=1479.30
 
comments= 
 
[data]
Date (mm/dd/yy),Time,Conductivity,Pressure (dBar),Temperature (C),Battery (V),Salinity (PSU),Density (kg m-3),Calc. SV (m/s)
02/03/23,10:06:04.65,15.688,-0000.06,09.529,008.15,13.393,1010.192,1461.84
02/03/23,10:06:04.67,12.240,-0000.09,09.531,008.15,10.235,1007.736,1458.00
02/03/23,10:06:04.71,25.906,0000.09,09.406,008.15,23.235,1017.868,1473.32
02/03/23,10:06:04.73,25.966,0000.08,09.405,008.15,23.294,1017.915,1473.39
02/03/23,10:06:04.76,26.009,0000.08,09.407,008.15,23.335,1017.947,1473.45
02/03/23,10:06:04.79,26.041,0000.10,09.407,008.15,23.367,1017.972,1473.49
02/03/23,10:06:04.82,26.084,0000.09,09.407,008.15,23.409,1018.004,1473.54
02/03/23,10:06:04.86,26.121,0000.09,09.407,008.15,23.446,1018.033,1473.59
02/03/23,10:06:04.91,26.183,0000.11,09.407,008.15,23.507,1018.080,1473.66
02/03/23,10:06:04.95,26.281,0000.09,09.405,008.15,23.604,1018.157,1473.77
02/03/23,10:06:04.98,26.392,0000.11,09.402,008.15,23.716,1018.245,1473.90
02/03/23,10:06:05.02,26.486,0000.10,09.401,008.15,23.810,1018.317,1474.00
02/03/23,10:06:05.07,26.532,0000.09,09.399,008.15,23.857,1018.354,1474.05
02/03/23,10:06:05.11,26.544,0000.09,09.398,008.15,23.869,1018.364,1474.07
02/03/23,10:06:05.15,26.553,0000.10,09.397,008.15,23.878,1018.372,1474.07
02/03/23,10:06:05.18,26.546,0000.11,09.395,008.15,23.874,1018.368,1474.06
02/03/23,10:06:05.23,26.542,0000.12,09.395,008.15,23.869,1018.365,1474.06
02/03/23,10:06:05.27,26.537,0000.12,09.394,008.15,23.865,1018.361,1474.05
02/03/23,10:06:05.30,26.571,0000.14,09.394,008.15,23.899,1018.388,1474.09
02/03/23,10:06:05.34,26.664,0000.10,09.393,008.15,23.991,1018.460,1474.20
