% Device,CC1603004
% File name,CC1603004_20230203_155833
% Cast time (UTC),2023-02-03 15:58:33
% Cast time (local),2023-02-03 15:58:33
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,50.2159663
% Start longitude,-5.027777
% Start altitude,54.049999237060547
% Start GPS horizontal error(Meter),2.2699999809265137
% Start GPS vertical error(Meter),4.3899998664855957
% Start GPS number of satellites,6
% End latitude,50.2160095
% End longitude,-5.027773
% End altitude,54.0099983215332
% End GPS horizontal error(Meter),10.829999923706055
% End GPS vertical error(Meter),22.989999771118164
% End GPS number of satellites,6
% Cast duration (Seconds),318.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-10
% Temperature calibration date,2018-12-08
% Pressure calibration date,2018-12-05
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14942360068031504,9.7734754093889045,33138.5091088182,47649.118643848211,30.171230620303852,1483.1354343911182,1023.2214035243845
0.44999999999999996,0.44822269542775278,9.784206289663997,33433.777435647389,48058.847681084095,30.460056297357781,1483.5309459270864,1023.4463680417218
0.74999999999999989,0.7469570217192415,9.7953566258867557,33765.930306374794,48520.741818254428,30.786025472508221,1483.973165418467,1023.7002517971523
1.05,1.0455670778971711,9.8313683267897929,34560.413673724091,49611.047934546259,31.558898679123381,1485.0497487276093,1024.2988424829489
1.35,1.3440322823653172,9.8450936868710333,35073.359113176448,50327.543137574379,32.066991632291192,1485.7229205449648,1024.6944785515641
1.65,1.6424079646707628,9.8514844607203713,35355.492621805213,50723.079904462735,32.347772792713087,1486.0928202159498,1024.913940289412
1.9500000000000002,1.9407242252915324,9.8512947280969563,35592.01855310786,51062.691975706904,32.588356134175477,1486.3899440268153,1025.1031229397729
2.25,2.2389935539349723,9.8602239397810809,35768.6011155595,51302.884882993851,32.759851636092534,1486.6360450231903,1025.2368856971236
2.55,2.5372220610625207,9.8608926186588466,35952.996420679345,51566.3738361019,32.9469081224551,1486.8711632524337,1025.3841642812074
2.85,2.8354125146700668,9.86242111425723,36097.384461363443,51771.195613550153,33.092528921269668,1487.0589610653306,1025.4989602594917
3.15,3.1335717356778496,9.865386482292017,36225.240250684132,51950.148708494569,33.220041760414119,1487.2299186076621,1025.5993849362519
3.4499999999999997,3.4317084960404718,9.871930575494213,36299.361897414492,52046.676651340014,33.289473991836338,1487.3430875071795,1025.6538692470194
3.75,3.729827210659916,9.88111658804368,36396.006217209775,52171.503921530653,33.379436800977061,1487.4908028274349,1025.7239420302274
4.05,4.027918093523394,9.8865892647803317,36553.476304776043,52389.0083197077,33.534924285194791,1487.7048858657095,1025.8457938800643
4.35,4.3259780405871515,9.8902520467239263,36670.745584460768,52551.56302017031,33.651108055636819,1487.8645611449283,1025.9372618515993
4.6499999999999995,4.62401747580755,9.8914637969176642,36733.390595297773,52639.509206465031,33.713821814936338,1487.9502591350722,1025.9873896814531
4.8700500423625357,4.842624285864443,9.88863750268731,36727.327195556056,52635.083833134959,33.710172290376825,1487.9392277628492,1025.9860111781266
