% Device,CC1603004
% File name,CC1603004_20230203_140422
% Cast time (UTC),2023-02-03 14:04:22
% Cast time (local),2023-02-03 14:04:22
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,50.2159823
% Start longitude,-5.0277917
% Start altitude,51.020000457763672
% Start GPS horizontal error(Meter),1.5299999713897705
% Start GPS vertical error(Meter),2.5999999046325684
% Start GPS number of satellites,8
% End latitude,50.2160006
% End longitude,-5.0278413
% End altitude,52.959999084472656
% End GPS horizontal error(Meter),8.3199996948242188
% End GPS vertical error(Meter),13.819999694824219
% End GPS number of satellites,7
% Cast duration (Seconds),349.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-10
% Temperature calibration date,2018-12-08
% Pressure calibration date,2018-12-05
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15020056195538525,9.8707251102531472,26377.846281597733,37822.336929038756,23.394224123210964,1475.270266939589,1017.92750157677
0.44999999999999996,0.45038102489804643,9.7659015527483568,28118.3199558752,40439.509260550665,25.170541860090683,1477.0382408732105,1019.3267564866474
0.74999999999999989,0.75017599467054785,9.71221545740134,29692.163910565014,42769.041847823122,26.76741148637263,1478.7824278601338,1020.5799736059533
1.05,1.0496159746517662,9.6979531171545119,31174.763715876998,44923.058732914615,28.258087495758566,1480.546150290365,1021.745366256424
1.35,1.3487687132440538,9.6906643069647078,32181.947992600722,46384.16218818225,29.275222324308547,1481.7612671776039,1022.5410067029766
1.65,1.6476792901364437,9.7118479002155649,33295.952395035682,47960.501110096346,30.381430076687582,1483.190112840653,1023.4019766710625
1.9500000000000002,1.9463827534781337,9.7384702834117345,34028.289601502343,48977.818142083648,31.099981164762458,1484.1671737273575,1023.9597873681572
2.25,2.2449279843916665,9.7721460504329976,34728.808648865954,49937.683740451073,31.78131700805724,1485.1245438971821,1024.4874724537251
2.55,2.5433443564066196,9.7960587338440526,35203.130696241664,50584.939756412241,32.242130600297308,1485.7776512694773,1024.8446389859707
2.85,2.8416734823546705,9.8149712140912815,35527.38649499305,51023.14500925599,32.555012865737794,1486.2323314639941,1025.0871521972576
3.15,3.1399357217343233,9.839472234067145,35826.324370135357,51416.284565733506,32.837132949906646,1486.6697285735811,1025.3047278191152
3.4499999999999997,3.4381544013744665,9.84145202525855,35930.351868735364,51562.649918676485,32.941207245884947,1486.8085861931306,1025.3870148585068
3.75,3.7363433093245471,9.84876638343657,36091.200626424768,51782.608642896928,33.098365010644052,1487.0314251943876,1025.5098657243984
4.05,4.0344952686702751,9.8639548686376877,36271.870937006919,52019.157140482275,33.268526638432313,1487.2985878385284,1025.6415634460993
4.358112950426003,4.34068778117102,9.8647001043580484,36294.7830706704,52050.903868428213,33.291076042932836,1487.3338147526067,1025.6604440915812
