% Device,CC1603004
% File name,CC1603004_20230203_130215
% Cast time (UTC),2023-02-03 13:02:15
% Cast time (local),2023-02-03 13:02:15
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,50.2209133
% Start longitude,-5.0582013
% Start altitude,2810.469970703125
% Start GPS horizontal error(Meter),8.0799999237060547
% Start GPS vertical error(Meter),11.829999923706055
% Start GPS number of satellites,4
% End latitude,50.2171685
% End longitude,-5.056254
% End altitude,3429.179931640625
% End GPS horizontal error(Meter),404.79000854492188
% End GPS vertical error(Meter),676.969970703125
% End GPS number of satellites,3
% Cast duration (Seconds),271.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-01-10
% Temperature calibration date,2018-12-08
% Pressure calibration date,2018-12-05
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1504490401394562,9.7670894248281588,25235.046740287256,36291.572227881406,22.347593067170447,1473.61484744299,1017.1278908171489
0.44999999999999996,0.45040121448459192,9.7272942073687574,26528.517628396155,38195.486049078791,23.634719864406712,1475.0313348840878,1018.13662609116
0.74999999999999989,0.75030558677381132,9.6734736880124075,27941.428337136604,40292.225388996339,25.06031569099634,1476.5653596669786,1019.2558130046807
1.05,1.0498205703268315,9.6539242085530947,29901.367386251317,43142.830240956122,27.019163747242775,1478.8772420623127,1020.7862799016253
1.35,1.348925403174903,9.6657341232667786,31535.078646679351,45484.510056162042,28.644861353552184,1480.9025997681615,1022.0532590246961
1.65,1.6476948826052644,9.6732990891904223,32847.128240539249,47366.6035586148,29.960157832415923,1482.5359092491217,1023.0793731789604
1.9500000000000002,1.9461906521271379,9.713404636184201,33962.704355243113,48918.71700743727,31.055131614745683,1484.0209500572357,1023.9287935917465
2.25,2.2444811807326479,9.7577640875307132,34714.065409804833,49937.138249721946,31.77903358516679,1485.0693613754104,1024.4880174470166
2.55,2.5426501169532933,9.7777900378121281,35082.292382169515,50437.782768868172,32.135530175284778,1485.5813821847555,1024.7644037867688
2.85,2.8407545900653495,9.7853545943030369,35299.268102255875,50738.692351920145,32.349440826444848,1485.8743607848992,1024.9315195840177
3.0796823641936335,3.0689690285439744,9.7965253758238,35289.0167838367,50707.673255725516,32.328872320737887,1485.8936890737416,1024.9146827408642
