Secchi Depth (cm) = 0410
Forel Ule Scale = 15
pH Colour Scale = 99
SmartSecchi S/N = A003
Latitude (degs N) = 56.45505
Longitude (degs E) = -5.19037
Date = 2023-05-23
Time (UTC), Pressure (mbar) MS5803, Temp (deg C) MS5803, 415nm, 445nm, 480nm, 515nm, 555nm, 590nm, 630nm, 680nm, Clear, NIR, Resistance 10KTHERM, Temp (deg C) 10KTHERM, Temp (deg C) TMP117
09:28:01, 1016.90, 15.36, 852, 1246, 1704, 2073, 2286, 2428, 2849, 3271, 12409, 5398, 15485.80, 15.47, 13.92
09:28:01, 1017.50, 15.37, 836, 1224, 1673, 2039, 2235, 2375, 2791, 3196, 12254, 5331, 15422.46, 15.56, 13.92
09:28:01, 1017.20, 15.38, 806, 1181, 1612, 1970, 2145, 2292, 2682, 3074, 12154, 5291, 15447.76, 15.52, 13.93
09:28:02, 1017.00, 15.38, 787, 1153, 1572, 1922, 2085, 2233, 2603, 3003, 12042, 5254, 15473.11, 15.49, 13.93
09:28:02, 1017.00, 15.38, 772, 1120, 1531, 1855, 1969, 2119, 2449, 2864, 11773, 5163, 15485.80, 15.47, 13.95
09:28:03, 1017.10, 15.38, 733, 1057, 1445, 1760, 1985, 2147, 2485, 2891, 11973, 5235, 15435.11, 15.54, 13.95
09:28:03, 1017.00, 15.38, 801, 1158, 1587, 1918, 2154, 2298, 2679, 3095, 12282, 5357, 15435.11, 15.54, 13.95
09:28:03, 1017.20, 15.37, 814, 1179, 1613, 1960, 2162, 2302, 2699, 3098, 12306, 5371, 15460.43, 15.51, 13.93
09:28:04, 1017.10, 15.37, 833, 1209, 1654, 2015, 2247, 2390, 2811, 3208, 12604, 5485, 15460.43, 15.51, 13.93
09:28:04, 1017.20, 15.37, 845, 1228, 1679, 2047, 2232, 2376, 2792, 3190, 12524, 5454, 15485.80, 15.47, 13.95
09:28:05, 1017.20, 15.37, 815, 1177, 1613, 1963, 2144, 2281, 2681, 3066, 12205, 5334, 15473.11, 15.49, 13.95
09:28:05, 1017.10, 15.38, 801, 1157, 1584, 1929, 2127, 2263, 2662, 3042, 12150, 5314, 15473.11, 15.49, 13.95
09:28:06, 1017.10, 15.38, 799, 1154, 1581, 1925, 2119, 2253, 2651, 3031, 12102, 5296, 15435.11, 15.54, 13.95
09:28:06, 1017.30, 15.38, 799, 1152, 1578, 1922, 2123, 2257, 2656, 3038, 12123, 5305, 15435.11, 15.54, 13.95
09:28:06, 1017.20, 15.38, 799, 1153, 1578, 1922, 2118, 2251, 2651, 3028, 12127, 5305, 15460.43, 15.51, 13.95
09:28:07, 1017.30, 15.38, 798, 1154, 1579, 1924, 2107, 2242, 2641, 3015, 12112, 5297, 15485.80, 15.47, 13.95
09:28:07, 1017.20, 15.38, 781, 1125, 1542, 1879, 2062, 2195, 2584, 2951, 11865, 5203, 15460.43, 15.51, 13.95
09:28:08, 1017.10, 15.39, 778, 1120, 1534, 1870, 2071, 2207, 2593, 2968, 11803, 5181, 15460.43, 15.51, 13.96
09:28:08, 1017.10, 15.39, 793, 1142, 1564, 1905, 2106, 2243, 2633, 3018, 11934, 5228, 15473.11, 15.49, 13.96
09:28:08, 1017.10, 15.39, 793, 1144, 1567, 1907, 2090, 2226, 2615, 2996, 11890, 5212, 15460.43, 15.51, 13.96
09:28:09, 1017.00, 15.39, 786, 1132, 1552, 1889, 2083, 2220, 2606, 2988, 11817, 5186, 15473.11, 15.49, 13.96
09:28:09, 1017.20, 15.39, 786, 1131, 1550, 1888, 2074, 2211, 2594, 2979, 11753, 5161, 15473.11, 15.49, 13.96
09:28:10, 1017.30, 15.39, 792, 1141, 1565, 1902, 2108, 2245, 2628, 3029, 11768, 5170, 15473.11, 15.49, 13.95
09:28:10, 1017.10, 15.38, 806, 1168, 1602, 1936, 2179, 2317, 2703, 3129, 11547, 5070, 15498.50, 15.46, 13.95
09:28:10, 1017.30, 15.38, 879, 1280, 1755, 2134, 2484, 2645, 3091, 3545, 12995, 5625, 15485.80, 15.47, 13.92
09:28:11, 1017.20, 15.38, 976, 1438, 1964, 2399, 2639, 2813, 3286, 3758, 13798, 5879, 15460.43, 15.51, 13.92
09:28:11, 1017.20, 15.38, 985, 1448, 1977, 2421, 2652, 2838, 3310, 3779, 13872, 5900, 15485.80, 15.47, 13.92
09:28:12, 1017.20, 15.38, 995, 1457, 1991, 2442, 2666, 2863, 3331, 3801, 13937, 5917, 15447.76, 15.52, 13.91
09:28:12, 1017.10, 15.38, 1000, 1463, 1999, 2452, 2676, 2875, 3342, 3813, 13967, 5931, 15422.46, 15.56, 13.91
09:28:13, 1017.30, 15.38, 1001, 1464, 2002, 2458, 2677, 2876, 3344, 3816, 13982, 5937, 15485.80, 15.47, 13.91
09:28:13, 1017.00, 15.38, 1002, 1465, 2003, 2459, 2680, 2879, 3348, 3819, 14008, 5949, 15473.11, 15.49, 13.91
09:28:13, 1017.10, 15.38, 1003, 1467, 2005, 2461, 2681, 2881, 3349, 3821, 14025, 5954, 15473.11, 15.49, 13.91
09:28:14, 1017.30, 15.38, 1004, 1468, 2005, 2462, 2681, 2883, 3351, 3822, 14041, 5959, 15460.43, 15.51, 13.90
09:28:14, 1017.10, 15.38, 1004, 1468, 2006, 2463, 2683, 2884, 3352, 3824, 14046, 5963, 15460.43, 15.51, 13.90
09:28:15, 1017.00, 15.39, 1005, 1469, 2007, 2463, 2685, 2885, 3354, 3827, 14053, 5967, 15473.11, 15.49, 13.91
09:28:15, 1017.20, 15.39, 1005, 1470, 2009, 2466, 2687, 2886, 3357, 3831, 14049, 5965, 15485.80, 15.47, 13.91
09:28:15, 1017.10, 15.39, 1006, 1472, 2010, 2469, 2689, 2891, 3359, 3835, 14045, 5964, 15460.43, 15.51, 13.91
09:28:16, 1017.20, 15.39, 1006, 1472, 2010, 2470, 2689, 2890, 3359, 3836, 14053, 5964, 15435.11, 15.54, 13.90
09:28:16, 1017.00, 15.39, 1006, 1472, 2011, 2469, 2688, 2891, 3359, 3835, 14061, 5969, 15473.11, 15.49, 13.90
09:28:17, 1017.10, 15.39, 1006, 1471, 2011, 2467, 2689, 2890, 3359, 3836, 14069, 5974, 15473.11, 15.49, 13.91
09:28:17, 1017.20, 15.39, 1007, 1473, 2012, 2470, 2690, 2892, 3362, 3839, 14078, 5974, 15460.43, 15.51, 13.91
09:28:17, 1017.20, 15.39, 1007, 1473, 2013, 2472, 2692, 2895, 3364, 3842, 14087, 5981, 15485.80, 15.47, 13.91
09:28:18, 1017.30, 15.39, 1007, 1474, 2014, 2473, 2694, 2896, 3365, 3843, 14100, 5986, 15460.43, 15.51, 13.91
09:28:18, 1017.30, 15.39, 1008, 1475, 2016, 2475, 2697, 2898, 3367, 3847, 14104, 5989, 15473.11, 15.49, 13.91
