Secchi Depth (cm) = 0845
Forel Ule Scale = 10
pH Colour Scale = 99
SmartSecchi S/N = A0000001
Latitude (degs N) = 56.53946
Longitude (degs E) = -5.40336
Date = 2023-05-25
Time (UTC), Pressure (mbar) MS5803, Temp (deg C) MS5803, 415nm, 445nm, 480nm, 515nm, 555nm, 590nm, 630nm, 680nm, Clear, NIR, Resistance 10KTHERM, Temp (deg C) 10KTHERM, Temp (deg C) TMP117
10:27:00, 1019.00, 18.38, 477, 670, 890, 1089, 1149, 1308, 1515, 1786, 5947, 3296, 14287.75, 17.18, 17.64
10:27:00, 1022.70, 18.52, 514, 660, 891, 1035, 1323, 1485, 1807, 2120, 8039, 3758, 14287.75, 17.18, 17.77
10:27:00, 1022.70, 18.53, 2930, 5671, 8699, 10676, 2756, 2938, 3331, 3747, 14149, 5130, 14287.75, 17.18, 17.77
10:27:01, 1022.00, 18.54, 13780, 22836, 34618, 35243, 36000, 36000, 36000, 36000, 27626, 10022, 14287.75, 17.18, 17.77
10:27:01, 1021.60, 18.48, 13834, 22185, 33308, 35538, 35236, 35200, 36000, 36000, 22936, 9300, 14322.40, 17.13, 17.71
10:27:02, 1021.50, 18.49, 6897, 10826, 14119, 17081, 33003, 36000, 35984, 36000, 17120, 6628, 14310.84, 17.15, 17.71
10:27:02, 1020.80, 18.49, 10137, 15816, 19432, 23737, 18880, 21132, 24048, 29125, 15549, 7340, 14333.97, 17.11, 17.54
10:27:03, 1021.60, 18.52, 7297, 7138, 10236, 14441, 8522, 11447, 6507, 12251, 36000, 36000, 14357.14, 17.08, 17.54
10:27:03, 1023.00, 18.54, 1875, 3573, 4782, 7749, 13060, 13833, 23847, 12103, 36000, 35852, 14345.55, 17.09, 17.54
10:27:03, 1022.60, 18.55, 7604, 5388, 8731, 14911, 17299, 23647, 15705, 31004, 15728, 5935, 14357.14, 17.08, 17.41
10:27:04, 1021.50, 18.50, 4574, 5782, 7753, 9007, 19250, 16676, 25054, 28773, 13042, 5687, 14380.36, 17.04, 17.41
10:27:04, 1022.60, 18.53, 7711, 8734, 10964, 14595, 8005, 16857, 9113, 16692, 36000, 36000, 14380.36, 17.04, 17.30
10:27:05, 1023.60, 18.59, 6210, 3509, 10472, 4493, 13677, 5420, 18465, 8506, 36000, 36000, 14415.27, 16.99, 17.30
10:27:05, 1023.80, 18.59, 1954, 3685, 4960, 8698, 11737, 5782, 21717, 7142, 36000, 36000, 14391.99, 17.03, 17.15
10:27:05, 1024.10, 18.59, 2184, 5456, 6575, 12224, 12188, 5234, 21933, 6739, 36000, 36000, 14415.27, 16.99, 17.15
10:27:06, 1024.00, 18.58, 2473, 3407, 6700, 5221, 10885, 4843, 12169, 7359, 36000, 36000, 14461.98, 16.92, 17.15
10:27:06, 1027.30, 18.52, 6280, 3434, 8342, 4515, 8695, 7552, 7432, 10156, 36000, 36000, 14450.29, 16.94, 17.09
10:27:07, 1030.70, 18.15, 3319, 3386, 5800, 5005, 5213, 4875, 5390, 6277, 30697, 21654, 14450.29, 16.94, 17.09
10:27:07, 1032.80, 17.78, 4098, 3165, 7355, 4551, 18351, 11488, 18085, 14569, 36000, 33246, 14473.68, 16.90, 13.67
10:27:08, 1031.80, 17.54, 2995, 2551, 5983, 3778, 9776, 5549, 9145, 7671, 36000, 36000, 14485.40, 16.89, 13.67
10:27:08, 1029.80, 17.40, 5645, 3366, 9121, 4430, 8842, 6192, 8012, 7763, 36000, 36000, 14485.40, 16.89, 13.67
10:27:08, 1030.10, 17.36, 6659, 4512, 12638, 6350, 24865, 25957, 25681, 32380, 36000, 36000, 14508.86, 16.85, 12.02
10:27:09, 1033.10, 17.35, 7362, 6422, 11073, 12938, 14533, 17902, 16973, 19594, 35182, 26011, 14520.61, 16.84, 12.02
10:27:09, 1029.50, 17.37, 9740, 14648, 16400, 18083, 16401, 21809, 22589, 26161, 36000, 22044, 14544.15, 16.80, 11.27
10:27:10, 1027.30, 17.39, 7777, 13081, 15419, 18528, 19450, 22304, 23174, 29288, 36000, 25422, 14532.37, 16.82, 11.27
10:27:10, 1029.30, 17.17, 6107, 8554, 9965, 15479, 17508, 17598, 19476, 21331, 32991, 17133, 14555.93, 16.78, 11.27
10:27:10, 1029.20, 16.90, 7137, 11822, 16102, 17748, 24717, 24658, 28081, 32281, 34117, 12627, 14591.34, 16.73, 10.98
10:27:11, 1028.90, 16.64, 9964, 19356, 27115, 25040, 29680, 29520, 31802, 36000, 36000, 16134, 14579.53, 16.75, 10.98
10:27:11, 1029.90, 16.44, 10991, 15662, 25950, 23103, 16563, 16379, 17893, 23673, 35450, 12325, 14532.37, 16.82, 10.87
10:27:12, 1032.10, 16.24, 10298, 15645, 20890, 20801, 21348, 27706, 25048, 30759, 20920, 6086, 14567.72, 16.77, 10.87
10:27:12, 1035.30, 16.07, 5326, 8736, 11715, 13247, 9528, 11329, 11691, 14631, 14736, 3384, 14603.17, 16.72, 10.84
10:27:13, 1033.80, 15.94, 1393, 1930, 2675, 2844, 2951, 2980, 3228, 3729, 11317, 2525, 14603.17, 16.72, 10.84
10:27:13, 1031.90, 15.83, 2342, 2597, 4336, 3503, 3514, 3618, 3821, 4707, 12391, 3224, 14626.87, 16.68, 10.84
10:27:13, 1029.00, 15.74, 5014, 9167, 9231, 12250, 17691, 18988, 17147, 25749, 18360, 5963, 14662.49, 16.63, 10.84
10:27:14, 1032.60, 15.66, 6793, 11258, 12332, 16383, 18460, 20532, 16974, 22588, 22845, 7519, 14638.73, 16.66, 10.84
10:27:14, 1037.00, 15.56, 6030, 7178, 10758, 11841, 15266, 18977, 11070, 20673, 20607, 4442, 14650.60, 16.65, 10.84
10:27:15, 1038.60, 15.44, 8463, 6314, 12372, 11946, 8617, 16449, 8445, 14972, 19772, 4012, 14650.60, 16.65, 10.84
10:27:15, 1038.20, 15.37, 4805, 3236, 5624, 7676, 7050, 16475, 13323, 13422, 23831, 3955, 14674.39, 16.61, 10.84
10:27:15, 1037.90, 15.32, 3012, 3192, 3943, 9174, 10058, 13675, 19210, 11079, 34979, 9705, 14674.39, 16.61, 10.84
10:27:16, 1037.80, 15.25, 1892, 2699, 3298, 6769, 9152, 11033, 22079, 8986, 36000, 11683, 14686.29, 16.59, 10.84
10:27:16, 1037.30, 15.19, 1816, 2722, 3371, 5997, 6789, 7071, 16732, 6959, 36000, 12125, 14686.29, 16.59, 10.86
10:27:17, 1037.30, 15.15, 1875, 3135, 3699, 7764, 5634, 5521, 10984, 6570, 35818, 9026, 14698.21, 16.58, 10.86
10:27:17, 1036.70, 15.11, 1537, 2433, 2954, 5517, 6702, 5371, 13820, 6553, 35767, 16670, 14710.14, 16.56, 10.86
10:27:18, 1037.30, 15.10, 1817, 3207, 3898, 7127, 4972, 3681, 11024, 4361, 36000, 13669, 14686.29, 16.59, 10.91
10:27:18, 1038.20, 15.08, 1314, 2358, 2816, 4951, 4234, 3573, 7258, 4500, 35993, 8775, 14710.14, 16.56, 10.91
10:27:18, 1038.30, 15.06, 1811, 3115, 3977, 6140, 4885, 3380, 10076, 4092, 36000, 13329, 14722.09, 16.54, 10.96
10:27:19, 1038.30, 15.06, 1413, 2248, 2898, 4232, 5947, 4519, 12244, 5554, 36000, 14199, 14734.04, 16.53, 10.96
10:27:19, 1037.50, 15.07, 1704, 2759, 3423, 6176, 7131, 5813, 14813, 7035, 36000, 16500, 14734.04, 16.53, 10.96
10:27:20, 1037.40, 15.07, 1811, 3033, 3629, 7673, 5728, 5738, 10671, 7187, 36000, 8890, 14734.04, 16.53, 10.96
10:27:20, 1037.80, 15.03, 1613, 2569, 3098, 5700, 6627, 6972, 15264, 7407, 36000, 10671, 14746.01, 16.51, 10.96
10:27:20, 1038.40, 15.00, 1811, 2840, 3486, 6264, 5688, 5455, 11249, 6195, 34692, 8475, 14746.01, 16.51, 10.96
10:27:21, 1038.90, 14.98, 1992, 3297, 3881, 8385, 4726, 5002, 8473, 5714, 33790, 5641, 14734.04, 16.53, 10.96
10:27:21, 1038.30, 14.96, 1745, 2801, 3295, 7349, 5083, 5843, 9745, 6015, 34852, 5526, 14746.01, 16.51, 10.96
10:27:22, 1038.00, 14.94, 1851, 2627, 3333, 5748, 8414, 9203, 16495, 8042, 36000, 12361, 14757.99, 16.49, 10.96
10:27:22, 1038.20, 14.92, 2153, 2982, 3594, 8014, 5421, 7911, 10959, 6601, 33346, 4694, 14757.99, 16.49, 10.96
