Secchi Depth (cm) = 0970
Forel Ule Scale = 09
pH Colour Scale = 99
SmartSecchi S/N = A0000001
Latitude (degs N) = 56.47809
Longitude (degs E) = -5.50454
Date = 2023-05-25
Time (UTC), Pressure (mbar) MS5803, Temp (deg C) MS5803, 415nm, 445nm, 480nm, 515nm, 555nm, 590nm, 630nm, 680nm, Clear, NIR, Resistance 10KTHERM, Temp (deg C) 10KTHERM, Temp (deg C) TMP117
09:15:51, 1021.60, 12.57, 2211, 2653, 3004, 6145, 3713, 4979, 6582, 5347, 15976, 8097, 16864.50, 13.68, 11.45
09:15:51, 1020.80, 12.62, 3265, 3315, 3606, 8750, 4855, 11686, 11186, 8580, 33718, 11203, 16892.74, 13.65, 11.37
09:15:52, 1021.40, 12.68, 4141, 2510, 3837, 4787, 3444, 5157, 4130, 5515, 36000, 16619, 16836.30, 13.72, 11.37
09:15:52, 1021.70, 12.76, 1846, 1831, 2886, 2754, 3385, 3446, 3940, 4744, 36000, 20549, 16892.74, 13.65, 11.33
09:15:52, 1022.10, 12.82, 1511, 1930, 2950, 3007, 4463, 3488, 6268, 5161, 36000, 28314, 16850.39, 13.70, 11.33
09:15:53, 1022.20, 12.84, 1409, 2022, 2633, 3498, 3928, 3740, 6272, 5210, 30084, 12098, 16906.89, 13.63, 11.38
09:15:53, 1021.90, 12.85, 2157, 3254, 3887, 5897, 5785, 5885, 9658, 7678, 36000, 12852, 16892.74, 13.65, 11.38
09:15:54, 1022.10, 12.86, 2131, 2816, 3570, 5522, 6341, 7255, 9654, 10009, 32388, 11844, 16850.39, 13.70, 11.38
09:15:54, 1021.70, 12.87, 1416, 1992, 2594, 3494, 3513, 3475, 5347, 4866, 23923, 10442, 16864.50, 13.68, 11.57
09:15:54, 1021.50, 12.89, 1335, 1811, 2616, 2967, 3651, 3191, 4700, 4671, 31076, 20174, 16892.74, 13.65, 11.57
09:15:55, 1021.70, 12.88, 1576, 1432, 2585, 2243, 2962, 3173, 3139, 4091, 36000, 27447, 16892.74, 13.65, 11.66
09:15:55, 1021.10, 12.84, 1718, 1264, 2055, 2164, 2258, 4233, 3089, 3981, 26125, 9770, 16850.39, 13.70, 11.66
09:15:56, 1022.20, 12.91, 7887, 9613, 10567, 19252, 15181, 21730, 27528, 19070, 21430, 7794, 16864.50, 13.68, 11.66
09:15:56, 1022.30, 12.97, 325, 428, 512, 772, 676, 792, 1071, 1074, 3214, 2215, 16864.50, 13.68, 11.63
09:15:57, 1022.30, 12.98, 237, 328, 405, 580, 601, 639, 952, 914, 2893, 2052, 16864.50, 13.68, 11.63
09:15:57, 1021.20, 12.94, 249, 363, 489, 665, 11132, 3322, 19108, 5538, 5100, 3168, 16892.74, 13.65, 11.60
09:15:57, 1022.00, 13.00, 1934, 4483, 7182, 11607, 13853, 5031, 21247, 6942, 4928, 2588, 16906.89, 13.63, 11.60
09:15:58, 1022.80, 13.06, 145, 199, 279, 350, 397, 433, 565, 629, 3205, 1967, 16808.18, 13.75, 11.60
09:15:58, 1022.50, 13.07, 208, 239, 359, 396, 466, 588, 644, 797, 4283, 2253, 16864.50, 13.68, 11.58
09:15:59, 1022.30, 13.06, 1406, 784, 1477, 1340, 1024, 1251, 1278, 1633, 15409, 7326, 16864.50, 13.68, 11.58
09:15:59, 1022.50, 13.09, 1059, 1033, 1778, 1626, 1599, 1582, 2017, 2219, 15657, 9122, 16878.62, 13.67, 11.53
09:16:00, 1022.70, 13.11, 1014, 1155, 1944, 1831, 2324, 2058, 2839, 2945, 22128, 14806, 16935.23, 13.60, 11.53
09:16:00, 1022.40, 13.11, 473, 569, 833, 843, 3308, 2275, 3763, 3408, 34599, 34270, 16892.74, 13.65, 11.50
09:16:00, 1022.30, 13.11, 798, 887, 1324, 1264, 891, 877, 1131, 1182, 6730, 3214, 16935.23, 13.60, 11.50
09:16:01, 1022.40, 13.12, 506, 592, 796, 759, 900, 917, 1022, 1145, 7670, 3323, 16864.50, 13.68, 11.50
09:16:01, 1022.50, 13.12, 518, 591, 770, 751, 739, 775, 823, 939, 6214, 3091, 16892.74, 13.65, 11.41
09:16:02, 1022.90, 13.15, 468, 596, 718, 773, 752, 806, 862, 925, 4743, 1474, 16921.05, 13.62, 11.41
09:16:02, 1023.10, 13.16, 449, 671, 790, 877, 842, 796, 930, 934, 4428, 1164, 16921.05, 13.62, 11.34
09:16:02, 1022.80, 13.17, 495, 660, 803, 809, 764, 761, 806, 850, 4594, 1048, 16878.62, 13.67, 11.34
09:16:03, 1022.90, 13.18, 554, 757, 908, 942, 1004, 972, 1069, 1113, 4506, 1013, 16935.23, 13.60, 11.34
09:16:03, 1022.90, 13.18, 668, 948, 1137, 1195, 1241, 1215, 1375, 1441, 5308, 1228, 16906.89, 13.63, 11.28
09:16:04, 1022.10, 13.17, 839, 1188, 1426, 1509, 1376, 1326, 1484, 1546, 5695, 1294, 16921.05, 13.62, 11.28
09:16:04, 1021.70, 13.13, 730, 1037, 1232, 1354, 1640, 1519, 1966, 1826, 6068, 1392, 16921.05, 13.62, 11.24
09:16:05, 1021.60, 13.12, 10348, 16359, 20665, 21502, 22967, 24111, 32352, 33977, 14676, 4685, 16963.63, 13.56, 11.24
09:16:05, 1021.90, 13.13, 1626, 2082, 2379, 4266, 2852, 3826, 4367, 3757, 13203, 4689, 16992.08, 13.53, 11.20
09:16:05, 1022.40, 13.17, 3394, 2185, 3183, 4018, 3588, 9160, 3756, 6180, 36000, 30957, 16992.08, 13.53, 11.20
09:16:06, 1023.20, 13.23, 3721, 1952, 3909, 2779, 2910, 3117, 2838, 3640, 36000, 22467, 16949.42, 13.58, 11.20
09:16:06, 1023.20, 13.24, 653, 838, 1061, 1026, 1097, 999, 1179, 1151, 6691, 2259, 16892.74, 13.65, 11.09
09:16:07, 1022.80, 13.25, 689, 956, 1152, 1207, 1213, 1105, 1426, 1309, 6972, 2494, 16921.05, 13.62, 11.09
09:16:07, 1022.90, 13.25, 769, 1112, 1332, 1508, 1500, 1436, 1842, 1700, 8666, 3145, 16963.63, 13.56, 10.97
