Secchi Depth (cm) = 0170
Forel Ule Scale = 08
pH Colour Scale = 99
SmartSecchi S/N = A003
Latitude (degs N) = 50.21574
Longitude (degs E) = -5.02767
Date = 2023-02-03
Time (UTC), Pressure (mbar) MS5803, Temp (deg C) MS5803, 415nm, 445nm, 480nm, 515nm, 555nm, 590nm, 630nm, 680nm, Clear, NIR, Resistance 10KTHERM, Temp (deg C) 10KTHERM, Temp (deg C) TMP117
11:01:10, 1025.80, 13.61, 912, 1238, 1719, 2042, 2170, 2389, 2700, 3194, 12954, 6274, 16710.18, 13.88, 12.92
11:01:10, 1025.60, 13.61, 912, 1237, 1718, 2041, 2167, 2386, 2698, 3189, 12916, 6250, 16626.76, 13.98, 12.92
11:01:10, 1025.70, 13.62, 910, 1235, 1715, 2037, 2163, 2381, 2694, 3182, 12877, 6226, 16668.40, 13.93, 12.92
11:01:11, 1025.90, 13.62, 908, 1233, 1711, 2034, 2156, 2375, 2686, 3171, 12833, 6202, 16654.51, 13.95, 12.90
11:01:11, 1025.60, 13.62, 906, 1230, 1707, 2030, 2154, 2369, 2684, 3165, 12792, 6177, 16640.63, 13.96, 12.90
11:01:12, 1025.80, 13.62, 904, 1229, 1706, 2028, 2157, 2366, 2686, 3164, 12754, 6156, 16654.51, 13.95, 12.88
11:01:12, 1025.60, 13.62, 907, 1232, 1711, 2030, 2162, 2371, 2692, 3171, 12735, 6143, 16682.31, 13.91, 12.88
11:01:12, 1025.70, 13.63, 911, 1234, 1716, 2034, 2166, 2375, 2694, 3175, 12717, 6130, 16682.31, 13.91, 12.88
11:01:13, 1025.80, 13.63, 911, 1234, 1716, 2034, 2164, 2374, 2693, 3171, 12680, 6111, 16640.63, 13.96, 12.88
11:01:13, 1025.60, 13.63, 911, 1233, 1715, 2033, 2162, 2370, 2690, 3167, 12652, 6093, 16668.40, 13.93, 12.88
11:01:14, 1025.70, 13.63, 911, 1232, 1715, 2032, 2162, 2370, 2690, 3165, 12634, 6080, 16682.31, 13.91, 12.90
11:01:14, 1025.70, 13.63, 911, 1233, 1716, 2033, 2165, 2369, 2696, 3163, 12662, 6098, 16640.63, 13.96, 12.90
11:01:15, 1025.70, 13.63, 912, 1234, 1718, 2035, 2169, 2370, 2701, 3165, 12690, 6112, 16668.40, 13.93, 12.92
11:01:15, 1025.90, 13.63, 912, 1234, 1720, 2036, 2170, 2371, 2705, 3165, 12698, 6119, 16654.51, 13.95, 12.92
11:01:15, 1025.90, 13.63, 913, 1235, 1721, 2039, 2173, 2372, 2708, 3166, 12705, 6119, 16626.76, 13.98, 12.92
11:01:16, 1025.60, 13.63, 914, 1235, 1722, 2040, 2174, 2372, 2709, 3165, 12700, 6118, 16654.51, 13.95, 12.90
11:01:16, 1025.70, 13.63, 914, 1235, 1721, 2040, 2172, 2372, 2708, 3162, 12683, 6106, 16640.63, 13.96, 12.90
11:01:17, 1025.90, 13.63, 913, 1233, 1719, 2038, 2170, 2368, 2705, 3156, 12645, 6086, 16626.76, 13.98, 12.94
11:01:17, 1026.00, 13.63, 912, 1231, 1717, 2035, 2166, 2364, 2702, 3150, 12609, 6065, 16626.76, 13.98, 12.94
11:01:17, 1025.80, 13.63, 910, 1230, 1714, 2033, 2164, 2360, 2699, 3144, 12576, 6044, 16626.76, 13.98, 12.94
11:01:18, 1025.70, 13.63, 910, 1229, 1713, 2030, 2161, 2357, 2697, 3140, 12551, 6032, 16626.76, 13.98, 12.95
11:01:18, 1025.70, 13.63, 910, 1228, 1712, 2030, 2160, 2355, 2694, 3136, 12515, 6015, 16626.76, 13.98, 12.95
11:01:19, 1025.80, 13.63, 905, 1221, 1702, 2017, 2121, 2331, 2639, 3102, 12121, 5808, 16654.51, 13.95, 12.95
11:01:19, 1025.80, 13.63, 853, 1150, 1592, 1889, 1792, 1987, 2280, 2770, 10011, 4897, 16612.90, 14.00, 12.95
11:01:20, 1025.60, 13.63, 459, 611, 846, 1048, 1149, 1353, 1755, 2195, 6920, 3479, 16654.51, 13.95, 12.95
11:01:20, 1026.00, 13.63, 432, 628, 827, 1056, 998, 1160, 1535, 1804, 5304, 2573, 16626.76, 13.98, 12.89
11:01:20, 1025.80, 13.63, 392, 584, 766, 972, 1033, 1193, 1532, 1879, 6085, 2937, 16654.51, 13.95, 12.89
11:01:21, 1025.90, 13.63, 469, 704, 949, 1160, 1392, 1579, 1986, 2458, 7951, 3825, 16626.76, 13.98, 12.86
11:01:21, 1025.60, 13.64, 528, 787, 1066, 1305, 1426, 1615, 2011, 2493, 7980, 3812, 16626.76, 13.98, 12.86
11:01:22, 1025.80, 13.64, 527, 791, 1071, 1311, 1502, 1719, 2114, 2641, 9170, 4326, 16626.76, 13.98, 12.86
11:01:22, 1026.00, 13.64, 663, 1006, 1373, 1704, 1901, 2193, 2722, 3421, 12132, 5714, 16640.63, 13.96, 12.84
11:01:22, 1025.90, 13.63, 459, 615, 880, 1042, 737, 896, 1171, 1563, 7348, 4418, 16626.76, 13.98, 12.84
11:01:23, 1025.70, 13.64, 310, 348, 547, 592, 1185, 1459, 1837, 2450, 10445, 5568, 16599.06, 14.02, 12.86
11:01:23, 1025.70, 13.64, 545, 751, 1054, 1287, 1278, 1564, 1978, 2615, 11327, 6035, 16599.06, 14.02, 12.86
11:01:24, 1025.70, 13.62, 488, 614, 903, 1043, 1166, 1388, 1789, 2331, 11050, 6210, 16599.06, 14.02, 12.86
11:01:24, 1025.70, 13.63, 699, 1058, 1435, 1777, 1656, 1824, 2242, 2682, 9151, 4319, 16571.43, 14.05, 12.87
11:01:24, 1025.60, 13.62, 577, 853, 1126, 1435, 1536, 1665, 2105, 2321, 7851, 3753, 16640.63, 13.96, 12.87
11:01:25, 1025.70, 13.63, 459, 670, 871, 1134, 1064, 1172, 1562, 1741, 6353, 3413, 16599.06, 14.02, 12.85
11:01:25, 1025.60, 13.62, 492, 703, 928, 1187, 1335, 1496, 1857, 2101, 6936, 3524, 16626.76, 13.98, 12.85
11:01:26, 1025.70, 13.63, 555, 797, 1059, 1372, 1370, 1574, 1946, 2296, 7258, 3737, 16640.63, 13.96, 12.85
11:01:26, 1025.60, 13.63, 532, 767, 1026, 1310, 1428, 1624, 2088, 2393, 7947, 4102, 16640.63, 13.96, 12.84
11:01:26, 1025.60, 13.63, 557, 796, 1056, 1401, 1391, 1588, 2035, 2242, 7432, 3728, 16612.90, 14.00, 12.84
11:01:27, 1025.70, 13.62, 541, 775, 1027, 1358, 1416, 1584, 2057, 2256, 8048, 4099, 16626.76, 13.98, 12.84
11:01:27, 1025.60, 13.62, 557, 803, 1078, 1395, 1474, 1618, 2103, 2325, 8131, 4144, 16599.06, 14.02, 12.88
11:01:28, 1025.60, 13.62, 539, 778, 1036, 1358, 1498, 1633, 2133, 2311, 7775, 3811, 16640.63, 13.96, 12.88
11:01:28, 1025.90, 13.62, 547, 790, 1059, 1393, 1502, 1597, 2135, 2226, 8992, 4536, 16626.76, 13.98, 12.87
11:01:29, 1025.80, 13.62, 541, 781, 1057, 1373, 1471, 1561, 2066, 2212, 7960, 4036, 16585.24, 14.03, 12.87
11:01:29, 1025.50, 13.62, 579, 822, 1119, 1423, 1604, 1713, 2170, 2367, 9847, 5018, 16585.24, 14.03, 12.87
11:01:29, 1025.70, 13.62, 693, 954, 1311, 1611, 1673, 1800, 2191, 2448, 9899, 5066, 16585.24, 14.03, 12.87
11:01:30, 1025.50, 13.61, 730, 971, 1340, 1660, 1786, 1901, 2382, 2523, 10308, 4967, 16571.43, 14.05, 12.87
11:01:30, 1025.80, 13.62, 744, 1044, 1412, 1763, 2006, 2203, 2720, 2905, 11261, 5245, 16571.43, 14.05, 12.76
11:01:31, 1025.60, 13.62, 735, 981, 1395, 1660, 1710, 1781, 2319, 2529, 10404, 5293, 16557.63, 14.07, 12.76
11:01:31, 1025.60, 13.62, 702, 943, 1283, 1696, 1721, 1992, 2255, 2660, 8836, 4382, 16599.06, 14.02, 12.76
11:01:31, 1025.90, 13.62, 737, 1031, 1438, 1746, 1887, 1940, 2575, 2655, 10048, 4874, 16585.24, 14.03, 12.73
11:01:32, 1025.90, 13.62, 744, 962, 1336, 1688, 1784, 2056, 2288, 2668, 13070, 6351, 16571.43, 14.05, 12.73
11:01:32, 1025.80, 13.62, 653, 870, 1256, 1438, 1572, 1558, 2068, 2181, 10318, 5384, 16585.24, 14.03, 12.63
11:01:33, 1025.70, 13.62, 526, 776, 1035, 1344, 1351, 1456, 1884, 1920, 6549, 2816, 16585.24, 14.03, 12.63
11:01:33, 1025.90, 13.61, 561, 794, 1038, 1377, 1419, 1640, 1906, 2118, 5848, 2415, 16557.63, 14.07, 12.63
11:01:33, 1025.90, 13.61, 628, 835, 1122, 1413, 1352, 1593, 1707, 2051, 5540, 2366, 16585.24, 14.03, 12.50
11:01:34, 1027.60, 13.61, 644, 838, 1150, 1382, 1447, 1675, 1771, 2189, 6091, 2685, 16599.06, 14.02, 12.50
11:01:34, 1030.40, 13.43, 658, 854, 1184, 1393, 1453, 1648, 1766, 2190, 5742, 2532, 16599.06, 14.02, 11.58
11:01:35, 1032.20, 13.27, 693, 945, 1346, 1628, 1423, 1610, 1708, 2110, 5347, 1670, 16571.43, 14.05, 11.58
11:01:35, 1031.60, 13.09, 700, 918, 1293, 1531, 1548, 1797, 1864, 2319, 6244, 2082, 16599.06, 14.02, 11.58
11:01:35, 1030.70, 12.94, 711, 931, 1300, 1560, 1638, 1922, 1984, 2478, 6772, 2285, 16612.90, 14.00, 10.23
11:01:36, 1028.50, 12.83, 776, 1013, 1398, 1700, 1665, 1973, 2067, 2536, 6692, 2680, 16585.24, 14.03, 10.23
11:01:36, 1028.50, 12.70, 751, 999, 1351, 1696, 1686, 2006, 2184, 2557, 6846, 2746, 16585.24, 14.03, 9.81
11:01:37, 1028.40, 12.61, 723, 996, 1318, 1720, 1673, 1957, 2251, 2504, 6903, 2788, 16626.76, 13.98, 9.81
11:01:37, 1028.00, 12.53, 694, 987, 1275, 1716, 1649, 1884, 2271, 2433, 7075, 2845, 16612.90, 14.00, 9.81
11:01:38, 1028.00, 12.45, 661, 955, 1231, 1657, 1632, 1816, 2265, 2361, 7279, 2920, 16640.63, 13.96, 9.66
11:01:38, 1027.50, 12.39, 636, 928, 1202, 1615, 1590, 1728, 2203, 2251, 7205, 2885, 16626.76, 13.98, 9.66
11:01:38, 1025.80, 12.32, 614, 905, 1179, 1570, 1620, 1699, 2243, 2234, 7702, 3208, 16599.06, 14.02, 9.62
11:01:39, 1026.90, 12.27, 622, 922, 1218, 1590, 1642, 1672, 2267, 2213, 8916, 3958, 16626.76, 13.98, 9.62
11:01:39, 1026.60, 12.21, 621, 917, 1237, 1571, 1666, 1657, 2275, 2236, 10038, 4728, 16585.24, 14.03, 9.62
11:01:40, 1026.70, 12.16, 623, 902, 1233, 1520, 1640, 1607, 2196, 2201, 10325, 5058, 16626.76, 13.98, 9.62
11:01:40, 1026.50, 12.12, 630, 897, 1246, 1478, 1630, 1590, 2110, 2191, 10777, 5425, 16599.06, 14.02, 9.62
11:01:40, 1026.40, 12.04, 650, 897, 1266, 1453, 1660, 1666, 2110, 2275, 12067, 6248, 16640.63, 13.96, 9.59
11:01:41, 1026.00, 12.00, 704, 938, 1341, 1516, 1717, 1800, 2151, 2438, 13563, 7012, 16612.90, 14.00, 9.59
11:01:41, 1025.80, 11.97, 747, 972, 1402, 1575, 1730, 1866, 2137, 2498, 14001, 7088, 16626.76, 13.98, 9.59
11:01:42, 1026.20, 11.95, 759, 972, 1399, 1598, 1683, 1889, 2089, 2455, 13592, 6736, 16640.63, 13.96, 9.59
11:01:42, 1026.20, 11.92, 755, 965, 1364, 1623, 1674, 1942, 2142, 2474, 13275, 6333, 16612.90, 14.00, 9.59
11:01:42, 1026.40, 11.92, 758, 990, 1375, 1686, 1742, 2009, 2271, 2560, 13440, 6290, 16626.76, 13.98, 9.66
11:01:43, 1026.70, 11.94, 762, 1020, 1400, 1763, 1803, 2061, 2395, 2640, 13103, 6037, 16640.63, 13.96, 9.66
11:01:43, 1027.00, 11.99, 751, 1033, 1389, 1801, 1800, 2023, 2459, 2614, 12474, 5743, 16640.63, 13.96, 9.66
11:01:44, 1027.10, 12.03, 709, 1007, 1336, 1750, 1766, 1919, 2427, 2529, 11814, 5498, 16654.51, 13.95, 9.69
11:01:44, 1026.10, 12.11, 671, 968, 1280, 1668, 1731, 1827, 2367, 2434, 11114, 5339, 16654.51, 13.95, 9.69
11:01:45, 1026.20, 12.14, 666, 973, 1291, 1659, 1758, 1811, 2375, 2445, 10433, 5186, 16640.63, 13.96, 9.65
11:01:45, 1025.60, 12.13, 682, 1011, 1351, 1701, 1886, 1903, 2504, 2651, 9951, 4985, 16626.76, 13.98, 9.65
11:01:45, 1026.40, 12.13, 688, 1015, 1372, 1681, 1845, 1820, 2397, 2546, 9459, 4827, 16640.63, 13.96, 9.65
11:01:46, 1027.60, 12.04, 683, 980, 1348, 1600, 1793, 1766, 2295, 2477, 8933, 4603, 16640.63, 13.96, 9.67
11:01:46, 1028.90, 11.98, 669, 939, 1302, 1522, 1732, 1714, 2192, 2395, 8638, 4438, 16710.18, 13.88, 9.67
11:01:47, 1028.50, 11.95, 688, 965, 1339, 1567, 1717, 1706, 2164, 2385, 8363, 4238, 16640.63, 13.96, 9.63
11:01:47, 1029.50, 11.92, 672, 938, 1304, 1520, 1715, 1704, 2169, 2381, 8386, 4248, 16696.24, 13.89, 9.63
11:01:47, 1029.70, 11.90, 632, 926, 1262, 1527, 1799, 1820, 2226, 2635, 8288, 3787, 16710.18, 13.88, 9.63
11:01:48, 1028.50, 11.88, 698, 1017, 1401, 1684, 1916, 1922, 2433, 2711, 9066, 4409, 16696.24, 13.89, 9.56
11:01:48, 1028.20, 11.84, 699, 1003, 1392, 1644, 1863, 1849, 2376, 2592, 9369, 4714, 16710.18, 13.88, 9.56
11:01:49, 1028.10, 11.82, 706, 1011, 1404, 1660, 1851, 1836, 2358, 2577, 9268, 4741, 16724.14, 13.86, 9.55
11:01:49, 1027.60, 11.81, 705, 1008, 1395, 1651, 1855, 1847, 2363, 2597, 9024, 4601, 16696.24, 13.89, 9.55
11:01:49, 1027.90, 11.79, 689, 973, 1350, 1584, 1811, 1795, 2306, 2513, 9039, 4611, 16710.18, 13.88, 9.55
11:01:50, 1028.20, 11.79, 704, 1000, 1385, 1636, 1818, 1808, 2318, 2525, 8938, 4528, 16724.14, 13.86, 9.54
