       Scan DD MMM YYYY HH:MM:SS      DepSM       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-t00       SvCM       Flag
        199 25 May 2023 12:24:45      1.000      1.009    12.6872  38.016023     0.2284 1.6118e+03    272.500    100.859      1.000    32.4695    24.4942    1496.16 0.0000e+00
        500 25 May 2023 12:26:01      2.000      2.018    12.2609  37.851022     0.4370 2.0388e+02    300.547    109.540      2.000    32.6812    24.7395    1494.98 0.0000e+00
        521 25 May 2023 12:26:06      3.000      3.027    11.8661  37.567759     0.4775 1.0652e+02    299.441    108.586      3.000    32.7533    24.8695    1493.73 0.0000e+00
        547 25 May 2023 12:26:12      4.000      4.037    11.5987  37.395357     0.6470 8.6111e+01    296.767    107.051      4.000    32.8212    24.9715    1492.90 0.0000e+00
        572 25 May 2023 12:26:19      5.000      5.046    11.4012  37.323477     0.9755 7.8428e+01    296.796    106.970      5.000    32.9258    25.0888    1492.36 0.0000e+00
        595 25 May 2023 12:26:25      6.000      6.055    11.3408  37.327211     1.5065 7.6224e+01    297.446    107.092      6.000    32.9830    25.1441    1492.23 0.0000e+00
        619 25 May 2023 12:26:30      7.000      7.064    11.2910  37.312486     1.7552 8.0419e+01    297.376    106.968      7.000    33.0126    25.1762    1492.11 0.0000e+00
        642 25 May 2023 12:26:36      8.000      8.074    11.2406  37.273709     1.7523 8.8737e+01    295.521    106.031      8.000    33.0191    25.1903    1491.96 0.0000e+00
        665 25 May 2023 12:26:42      9.000      9.083    11.0871  37.149041     1.7276 9.0911e+01    288.742    103.329      9.000    33.0334    25.2289    1491.46 0.0000e+00
        688 25 May 2023 12:26:48     10.000     10.092    10.9935  37.102264     1.4892 8.3225e+01    286.873    102.641     10.000    33.0709    25.2747    1491.19 0.0000e+00
        711 25 May 2023 12:26:53     11.000     11.101    10.9854  37.103258     1.1342 7.1249e+01    285.810    102.232     11.000    33.0787    25.2822    1491.19 0.0000e+00
        733 25 May 2023 12:26:59     12.000     12.111    10.9656  37.099086     1.0432 6.0066e+01    285.181    101.972     12.000    33.0920    25.2961    1491.15 0.0000e+00
        756 25 May 2023 12:27:05     13.000     13.120    10.9497  37.091561     0.9117 4.9523e+01    284.089    101.568     13.000    33.0984    25.3039    1491.12 0.0000e+00
        779 25 May 2023 12:27:10     14.000     14.129    10.9451  37.089571     0.8225 4.0456e+01    284.127    101.580     14.000    33.1001    25.3060    1491.12 0.0000e+00
        802 25 May 2023 12:27:16     15.000     15.138    10.9448  37.089839     0.7158 3.2683e+01    283.704    101.428     15.000    33.1002    25.3061    1491.14 0.0000e+00
        825 25 May 2023 12:27:22     16.000     16.148    10.9445  37.090101     0.7250 2.6273e+01    282.409    100.966     16.000    33.1004    25.3063    1491.15 0.0000e+00
        848 25 May 2023 12:27:28     17.000     17.157    10.9451  37.090907     0.7440 2.1095e+01    280.842    100.405     17.000    33.1002    25.3061    1491.17 0.0000e+00
        872 25 May 2023 12:27:34     18.000     18.166    10.9444  37.090863     0.7137 1.6854e+01    280.642    100.331     18.000    33.1003    25.3063    1491.18 0.0000e+00
        895 25 May 2023 12:27:39     19.000     19.175    10.9430  37.090802     0.7502 1.3490e+01    280.980    100.451     19.000    33.1011    25.3072    1491.20 0.0000e+00
        918 25 May 2023 12:27:45     20.000     20.185    10.9430  37.091467     0.8058 1.0775e+01    285.092    101.924     20.000    33.1013    25.3073    1491.21 0.0000e+00
        942 25 May 2023 12:27:51     21.000     21.194    10.9444  37.092758     0.8276 8.5901e+00    284.500    101.713     21.000    33.1009    25.3067    1491.24 0.0000e+00
        966 25 May 2023 12:27:57     22.000     22.203    10.9441  37.093808     0.7923 6.7925e+00    284.522    101.718     22.000    33.1018    25.3075    1491.25 0.0000e+00
        989 25 May 2023 12:28:03     23.000     23.212    10.9406  37.093767     0.8274 5.4087e+00    284.761    101.764     23.000    33.1044    25.3101    1491.26 0.0000e+00
       1027 25 May 2023 12:28:12     24.000     24.222    10.9144  37.077984     0.7053 4.3593e+00    279.719     99.956     24.000    33.1120    25.3207    1491.19 0.0000e+00
       1058 25 May 2023 12:28:20     23.000     23.213    10.9259  37.086792     0.6809 5.5224e+00    282.732    101.067     23.000    33.1108    25.3177    1491.22 0.0000e+00
       1079 25 May 2023 12:28:26     22.000     22.203    10.9373  37.094211     0.6890 6.8936e+00    283.167    101.236     22.000    33.1084    25.3138    1491.24 0.0000e+00
       1100 25 May 2023 12:28:31     21.000     21.194    10.9428  37.096649     0.7077 8.6981e+00    282.912    101.149     21.000    33.1062    25.3112    1491.24 0.0000e+00
       1120 25 May 2023 12:28:36     20.000     20.185    10.9457  37.096527     0.7354 1.0939e+01    282.405    100.973     20.000    33.1039    25.3088    1491.23 0.0000e+00
       1140 25 May 2023 12:28:41     19.000     19.175    10.9486  37.096302     0.7313 1.3728e+01    282.489    101.003     19.000    33.1015    25.3064    1491.22 0.0000e+00
       1160 25 May 2023 12:28:46     18.000     18.166    10.9489  37.094906     0.6980 1.7339e+01    282.221    100.906     18.000    33.1002    25.3054    1491.20 0.0000e+00
       1181 25 May 2023 12:28:51     17.000     17.157    10.9480  37.093434     0.7216 2.1893e+01    282.000    100.826     17.000    33.1001    25.3055    1491.18 0.0000e+00
       1202 25 May 2023 12:28:56     16.000     16.148    10.9481  37.093075     0.7356 2.7693e+01    282.165    100.886     16.000    33.1001    25.3055    1491.16 0.0000e+00
       1222 25 May 2023 12:29:01     15.000     15.138    10.9487  37.092449     0.7341 3.5102e+01    281.748    100.738     15.000    33.0994    25.3048    1491.15 0.0000e+00
       1243 25 May 2023 12:29:06     14.000     14.129    10.9491  37.092035     0.7270 4.4488e+01    281.491    100.648     14.000    33.0990    25.3044    1491.13 0.0000e+00
       1263 25 May 2023 12:29:11     13.000     13.120    10.9502  37.092615     0.8072 5.6496e+01    281.694    100.728     13.000    33.0990    25.3042    1491.12 0.0000e+00
       1283 25 May 2023 12:29:16     12.000     12.111    10.9540  37.094322     0.7934 7.2096e+01    281.153    100.542     12.000    33.0977    25.3026    1491.12 0.0000e+00
       1302 25 May 2023 12:29:21     11.000     11.101    10.9587  37.096468     0.9995 9.3209e+01    281.632    100.744     11.000    33.0961    25.3005    1491.11 0.0000e+00
       1322 25 May 2023 12:29:26     10.000     10.092    10.9760  37.101786     1.0565 1.2056e+02    282.668    101.142     10.000    33.0861    25.2896    1491.15 0.0000e+00
       1341 25 May 2023 12:29:31      9.000      9.083    10.9928  37.107850     1.3854 1.5500e+02    284.428    101.965      9.000    33.0775    25.2799    1491.18 0.0000e+00
       1360 25 May 2023 12:29:36      8.000      8.074    11.0931  37.188001     1.8584 1.9990e+02    290.211    104.326      8.000    33.0670    25.2539    1491.50 0.0000e+00
       1380 25 May 2023 12:29:41      7.000      7.064    11.2267  37.280292     1.7916 2.6406e+02    293.449    105.617      7.000    33.0385    25.2079    1491.92 0.0000e+00
       1399 25 May 2023 12:29:45      6.000      6.055    11.2859  37.313034     1.5229 3.4821e+02    293.387    105.669      6.000    33.0182    25.1814    1492.08 0.0000e+00
       1418 25 May 2023 12:29:50      5.000      5.046    11.3288  37.318316     0.0954 4.6417e+02    291.562    105.211      5.000    32.9855    25.1483    1492.18 0.0000e+00
       1437 25 May 2023 12:29:55      4.000      4.037    11.4498  37.360836     0.0059 5.9375e+02    292.090    105.960      4.000    32.9196    25.0751    1492.50 0.0000e+00
       1456 25 May 2023 12:30:00      3.000      3.028    11.7223  37.512963     0.0035 7.9134e+02    292.693    106.755      3.000    32.8269    24.9532    1493.32 0.0000e+00
       1475 25 May 2023 12:30:04      2.000      2.018    12.0008  37.736970     0.0061 1.0020e+03    292.896    107.673      2.000    32.7991    24.8799    1494.23 0.0000e+00
       1494 25 May 2023 12:30:09      1.000      1.009    12.4174  37.729044     0.0058 1.1339e+03    305.501    101.951      1.000    32.4300    24.5152    1495.20 0.0000e+00
