       Scan DD MMM YYYY HH:MM:SS      DepSM       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-t00       SvCM       Flag
        976 25 May 2023 09:15:11     34.000     34.315     9.9533  36.699558     0.7053 6.6730e-01    279.960     98.257     34.000    33.6082    25.8731    1488.53 0.0000e+00
        995 25 May 2023 09:15:15     35.000     35.324     9.9336  36.694706     0.7290 5.4660e-01    279.253     97.994     35.000    33.6212    25.8865    1488.49 0.0000e+00
       1015 25 May 2023 09:15:21     36.000     36.334     9.9257  36.695059     0.7323 4.5322e-01    279.525     98.100     36.000    33.6285    25.8935    1488.49 0.0000e+00
       1035 25 May 2023 09:15:25     37.000     37.343     9.9299  36.703744     0.8656 3.7547e-01    280.529     98.461     37.000    33.6329    25.8963    1488.53 0.0000e+00
       1054 25 May 2023 09:15:30     38.000     38.352     9.9327  36.709662     0.7887 3.1377e-01    280.353     98.410     38.000    33.6359    25.8981    1488.56 0.0000e+00
       1074 25 May 2023 09:15:35     39.000     39.362     9.9361  36.718946     0.6990 2.6771e-01    280.295     98.386     39.000    33.6417    25.9022    1488.59 0.0000e+00
       1093 25 May 2023 09:15:40     40.000     40.371     9.9330  36.718753     0.6214 2.2413e-01    279.886     98.223     40.000    33.6440    25.9044    1488.60 0.0000e+00
       1112 25 May 2023 09:15:45     41.000     41.381     9.9233  36.710006     0.5977 1.9133e-01    279.188     97.939     41.000    33.6437    25.9058    1488.58 0.0000e+00
       1131 25 May 2023 09:15:50     42.000     42.390     9.9044  36.694894     0.6824 1.6369e-01    278.972     97.848     42.000    33.6454    25.9103    1488.53 0.0000e+00
       1150 25 May 2023 09:15:54     43.000     43.399     9.8981  36.689245     0.4349 1.4416e-01    280.591     98.398     43.000    33.6451    25.9111    1488.53 0.0000e+00
       1169 25 May 2023 09:15:59     44.000     44.409     9.8902  36.682315     0.5405 1.1876e-01    279.268     97.924     44.000    33.6449    25.9123    1488.51 0.0000e+00
       1188 25 May 2023 09:16:04     45.000     45.418     9.8850  36.677519     0.6070 9.5272e-02    275.529     96.604     45.000    33.6444    25.9127    1488.51 0.0000e+00
       1207 25 May 2023 09:16:09     46.000     46.428     9.8806  36.675396     0.5625 7.5472e-02    275.488     96.588     46.000    33.6459    25.9147    1488.52 0.0000e+00
       1226 25 May 2023 09:16:13     47.000     47.437     9.8801  36.675806     0.6404 6.5290e-02    275.440     96.570     47.000    33.6463    25.9151    1488.53 0.0000e+00
       1254 25 May 2023 09:16:20     48.000     48.446     9.8802  36.676480     0.5484 5.7457e-02    275.382     96.551     48.000    33.6465    25.9152    1488.55 0.0000e+00
       1303 25 May 2023 09:16:32     49.000     49.456     9.8757  36.673037     0.6859 5.4013e-02    275.093     96.429     49.000    33.6467    25.9162    1488.55 0.0000e+00
       1357 25 May 2023 09:16:46     50.000     50.465     9.8660  36.666723     0.4843 5.3402e-02    273.854     95.989     50.000    33.6488    25.9194    1488.53 0.0000e+00
       1409 25 May 2023 09:16:59     49.000     49.456     9.8699  36.669767     0.4972 5.4827e-02    274.872     96.361     49.000    33.6488    25.9187    1488.53 0.0000e+00
       1435 25 May 2023 09:17:05     48.000     48.447     9.8756  36.673224     0.5413 5.5868e-02    274.859     96.363     48.000    33.6474    25.9167    1488.53 0.0000e+00
       1460 25 May 2023 09:17:12     47.000     47.437     9.8786  36.674491     0.5153 6.2905e-02    275.241     96.501     47.000    33.6464    25.9154    1488.53 0.0000e+00
       1484 25 May 2023 09:17:18     46.000     46.428     9.8806  36.675258     0.5000 7.6821e-02    275.369     96.549     46.000    33.6458    25.9146    1488.52 0.0000e+00
       1509 25 May 2023 09:17:24     45.000     45.418     9.8821  36.676117     0.5131 9.0165e-02    275.499     96.603     45.000    33.6456    25.9142    1488.50 0.0000e+00
       1534 25 May 2023 09:17:30     44.000     44.409     9.8871  36.679995     0.4945 1.1598e-01    276.469     96.952     44.000    33.6455    25.9133    1488.51 0.0000e+00
       1559 25 May 2023 09:17:36     43.000     43.400     9.8910  36.683182     0.5338 1.3988e-01    276.394     96.935     43.000    33.6455    25.9126    1488.50 0.0000e+00
       1583 25 May 2023 09:17:42     42.000     42.390     9.8962  36.688050     0.5891 1.5991e-01    277.005     97.184     42.000    33.6461    25.9122    1488.51 0.0000e+00
       1607 25 May 2023 09:17:49     41.000     41.381     9.9170  36.706726     0.6762 1.8668e-01    278.646     97.798     41.000    33.6462    25.9088    1488.56 0.0000e+00
       1631 25 May 2023 09:17:54     40.000     40.371     9.9313  36.714616     0.6896 2.1307e-01    278.846     97.874     40.000    33.6414    25.9027    1488.59 0.0000e+00
       1655 25 May 2023 09:18:01     39.000     39.362     9.9325  36.710835     0.6544 2.5753e-01    278.419     97.708     39.000    33.6368    25.8989    1488.58 0.0000e+00
       1680 25 May 2023 09:18:07     38.000     38.353     9.9253  36.700499     0.5631 3.0739e-01    278.939     97.881     38.000    33.6335    25.8975    1488.53 0.0000e+00
       1704 25 May 2023 09:18:13     37.000     37.343     9.9228  36.695817     0.7107 3.6865e-01    278.235     97.634     37.000    33.6315    25.8963    1488.50 0.0000e+00
       1728 25 May 2023 09:18:19     36.000     36.334     9.9251  36.694254     0.8301 4.3772e-01    278.627     97.783     36.000    33.6282    25.8934    1488.49 0.0000e+00
       1752 25 May 2023 09:18:25     35.000     35.324     9.9343  36.696257     0.6694 5.3263e-01    279.031     97.954     35.000    33.6221    25.8871    1488.50 0.0000e+00
       1776 25 May 2023 09:18:31     34.000     34.315     9.9532  36.699604     0.7641 6.5499e-01    279.316     98.082     34.000    33.6083    25.8732    1488.53 0.0000e+00
       1800 25 May 2023 09:18:37     33.000     33.306     9.9713  36.693042     0.5521 8.1052e-01    278.536     97.818     33.000    33.5853    25.8522    1488.55 0.0000e+00
       1822 25 May 2023 09:18:42     32.000     32.297     9.9762  36.689937     0.6815 1.0037e+00    278.434     97.782     32.000    33.5780    25.8457    1488.55 0.0000e+00
       1846 25 May 2023 09:18:48     31.000     31.287     9.9758  36.689391     0.6522 1.2402e+00    278.801     97.910     31.000    33.5782    25.8459    1488.53 0.0000e+00
       1869 25 May 2023 09:18:54     30.000     30.278     9.9746  36.688813     0.6165 1.5288e+00    278.794     97.906     30.000    33.5793    25.8469    1488.51 0.0000e+00
       1893 25 May 2023 09:19:00     29.000     29.268     9.9743  36.687765     0.6101 1.9052e+00    277.982     97.621     29.000    33.5790    25.8467    1488.49 0.0000e+00
       1916 25 May 2023 09:19:06     28.000     28.259     9.9748  36.686900     0.6362 2.3658e+00    278.543     97.819     28.000    33.5781    25.8459    1488.47 0.0000e+00
       1940 25 May 2023 09:19:12     27.000     27.250     9.9766  36.683477     0.5988 2.9736e+00    277.689     97.518     27.000    33.5734    25.8420    1488.46 0.0000e+00
       1963 25 May 2023 09:19:18     26.000     26.240     9.9767  36.682017     0.6096 3.6957e+00    278.014     97.635     26.000    33.5722    25.8411    1488.44 0.0000e+00
       1986 25 May 2023 09:19:23     25.000     25.231     9.9795  36.682038     0.6030 4.5599e+00    278.205     97.717     25.000    33.5701    25.8389    1488.43 0.0000e+00
       2009 25 May 2023 09:19:29     24.000     24.222     9.9894  36.683408     0.6337 5.6262e+00    278.515     97.837     24.000    33.5627    25.8315    1488.44 0.0000e+00
       2032 25 May 2023 09:19:35     23.000     23.213     9.9942  36.683639     0.5918 6.9012e+00    278.620     97.875     23.000    33.5589    25.8277    1488.44 0.0000e+00
       2055 25 May 2023 09:19:41     22.000     22.203     9.9947  36.683183     0.6386 8.5410e+00    278.886     97.969     22.000    33.5585    25.8273    1488.42 0.0000e+00
       2078 25 May 2023 09:19:46     21.000     21.194     9.9954  36.682769     0.6181 1.0569e+01    278.719     97.911     21.000    33.5579    25.8267    1488.41 0.0000e+00
       2101 25 May 2023 09:19:52     20.000     20.185     9.9952  36.682196     0.5860 1.2913e+01    278.898     97.980     20.000    33.5579    25.8267    1488.39 0.0000e+00
       2124 25 May 2023 09:19:58     19.000     19.175     9.9999  36.682450     0.5756 1.5777e+01    279.119     98.067     19.000    33.5543    25.8231    1488.39 0.0000e+00
       2147 25 May 2023 09:20:04     18.000     18.166    10.0120  36.685472     0.6209 1.9260e+01    280.164     98.510     18.000    33.5465    25.8150    1488.40 0.0000e+00
       2170 25 May 2023 09:20:09     17.000     17.157    10.0570  36.695270     0.6242 2.3336e+01    281.942     99.185     17.000    33.5152    25.7830    1488.51 0.0000e+00
       2193 25 May 2023 09:20:15     16.000     16.148    10.0857  36.705241     0.6565 2.8444e+01    282.528     99.466     16.000    33.4992    25.7657    1488.58 0.0000e+00
       2216 25 May 2023 09:20:21     15.000     15.138    10.1284  36.720903     0.8049 3.4763e+01    284.097    100.134     15.000    33.4760    25.7404    1488.69 0.0000e+00
       2238 25 May 2023 09:20:26     14.000     14.129    10.1987  36.744098     0.8619 4.2196e+01    286.878    101.228     14.000    33.4350    25.6965    1488.87 0.0000e+00
       2261 25 May 2023 09:20:32     13.000     13.120    10.2556  36.754500     0.7855 5.1367e+01    286.691    101.209     13.000    33.3935    25.6544    1489.01 0.0000e+00
       2283 25 May 2023 09:20:38     12.000     12.111    10.2939  36.758478     0.8912 6.2633e+01    288.859    102.175     12.000    33.3628    25.6239    1489.09 0.0000e+00
       2305 25 May 2023 09:20:43     11.000     11.101    10.4136  36.781885     1.1533 7.7927e+01    292.475    103.598     11.000    33.2769    25.5364    1489.40 0.0000e+00
       2328 25 May 2023 09:20:49     10.000     10.092    10.4898  36.788220     1.2737 9.8126e+01    294.973    104.608     10.000    33.2141    25.4743    1489.58 0.0000e+00
       2350 25 May 2023 09:20:54      9.000      9.083    10.5703  36.798581     1.4020 1.2440e+02    299.526    106.375      9.000    33.1516    25.4117    1489.77 0.0000e+00
       2372 25 May 2023 09:21:00      8.000      8.074    10.6350  36.808224     1.3614 1.5737e+02    300.892    106.876      8.000    33.1029    25.3626    1489.93 0.0000e+00
       2394 25 May 2023 09:21:05      7.000      7.064    10.6711  36.788788     1.4241 1.9568e+02    303.597    108.046      7.000    33.0512    25.3160    1489.98 0.0000e+00
       2417 25 May 2023 09:21:11      6.000      6.055    10.7830  36.842482     1.3983 2.6476e+02    305.779    109.027      6.000    33.0041    25.2598    1490.30 0.0000e+00
       2439 25 May 2023 09:21:17      5.000      5.046    10.8837  36.846544     1.0625 3.2894e+02    306.881    109.438      5.000    32.9180    25.1750    1490.53 0.0000e+00
       2462 25 May 2023 09:21:22      4.000      4.037    10.9469  36.655000     0.8302 4.4311e+02    306.201    109.115      4.000    32.6718    24.9723    1490.45 0.0000e+00
       2484 25 May 2023 09:21:28      3.000      3.028    11.0017  36.414660     0.5232 5.9800e+02    304.496    108.414      3.000    32.3855    24.7399    1490.27 0.0000e+00
       2505 25 May 2023 09:21:33      2.000      2.018    11.0250  36.202963     0.3864 8.1264e+02    300.703    107.003      2.000    32.1562    24.5574    1490.07 0.0000e+00
       2526 25 May 2023 09:21:38      1.000      1.009    11.0507  35.889272     0.1132 1.1593e+03    315.449    102.646      1.000    31.8254    24.2957    1489.74 0.0000e+00
