       Scan DD MMM YYYY HH:MM:SS      DepSM       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-t00       SvCM       Flag
        190 25 May 2023 11:30:32      1.000      1.009    12.0565  37.762592    -0.0235 1.4314e+03    269.560     98.420      1.000    32.7754    24.8511    1494.38 0.0000e+00
        341 25 May 2023 11:31:10      2.000      2.018    11.8939  37.612588     0.4995 3.8394e+02    299.104    108.724      2.000    32.7727    24.8794    1493.83 0.0000e+00
        360 25 May 2023 11:31:15      3.000      3.028    11.7689  37.556197     0.5395 1.2765e+02    298.567    107.746      3.000    32.8278    24.9454    1493.48 0.0000e+00
        382 25 May 2023 11:31:20      4.000      4.037    11.3491  37.314717     0.6303 9.4340e+01    298.257    107.222      4.000    32.9642    25.1280    1492.21 0.0000e+00
        405 25 May 2023 11:31:26      5.000      5.046    11.2108  37.237104     0.8003 7.7090e+01    297.559    106.796      5.000    33.0111    25.1894    1491.80 0.0000e+00
        427 25 May 2023 11:31:32      6.000      6.055    11.1353  37.183457     0.9031 6.8598e+01    294.977    105.789      6.000    33.0254    25.2140    1491.57 0.0000e+00
        449 25 May 2023 11:31:37      7.000      7.064    11.1073  37.168086     1.0378 6.3378e+01    295.020    105.783      7.000    33.0349    25.2265    1491.49 0.0000e+00
        471 25 May 2023 11:31:43      8.000      8.074    11.0957  37.160312     0.9320 5.9423e+01    294.280    105.467      8.000    33.0372    25.2303    1491.48 0.0000e+00
        494 25 May 2023 11:31:48      9.000      9.083    11.0706  37.142523     0.9071 5.4781e+01    292.028    104.585      9.000    33.0418    25.2383    1491.41 0.0000e+00
        515 25 May 2023 11:31:54     10.000     10.092    11.0362  37.120144     0.8670 5.2416e+01    290.662    104.055     10.000    33.0501    25.2509    1491.31 0.0000e+00
        537 25 May 2023 11:31:59     11.000     11.102    11.0149  37.108917     0.8975 4.8994e+01    288.682    103.315     11.000    33.0577    25.2606    1491.26 0.0000e+00
        559 25 May 2023 11:32:04     12.000     12.111    11.0038  37.102621     0.7818 4.6118e+01    288.972    103.399     12.000    33.0610    25.2652    1491.25 0.0000e+00
        581 25 May 2023 11:32:10     13.000     13.120    10.9944  37.094617     0.7321 4.6256e+01    290.661    104.006     13.000    33.0611    25.2669    1491.23 0.0000e+00
        603 25 May 2023 11:32:16     14.000     14.129    10.9958  37.098243     0.7392 4.2500e+01    289.256    103.487     14.000    33.0631    25.2682    1491.25 0.0000e+00
        626 25 May 2023 11:32:21     15.000     15.138    10.9851  37.091151     0.6647 3.7496e+01    292.272    104.511     15.000    33.0653    25.2718    1491.24 0.0000e+00
        649 25 May 2023 11:32:27     16.000     16.148    10.9535  37.074968     0.7256 3.2420e+01    291.143    104.068     16.000    33.0772    25.2867    1491.16 0.0000e+00
        674 25 May 2023 11:32:33     17.000     17.157    10.9376  37.069159     0.7579 2.7563e+01    290.412    103.786     17.000    33.0853    25.2958    1491.13 0.0000e+00
        700 25 May 2023 11:32:40     18.000     18.166    10.9234  37.062984     0.7356 2.3354e+01    291.206    104.022     18.000    33.0916    25.3032    1491.10 0.0000e+00
        747 25 May 2023 11:32:51     19.000     19.175    10.8947  37.052512     0.5608 2.0051e+01    291.427    104.100     19.000    33.1067    25.3200    1491.03 0.0000e+00
        776 25 May 2023 11:32:59     18.000     18.166    10.9105  37.060894     0.5651 2.3726e+01    292.076    104.364     18.000    33.1012    25.3130    1491.07 0.0000e+00
        806 25 May 2023 11:33:06     17.000     17.157    10.9252  37.067052     0.5732 2.7987e+01    292.083    104.391     17.000    33.0945    25.3051    1491.09 0.0000e+00
        837 25 May 2023 11:33:14     16.000     16.148    10.9382  37.072391     0.5864 3.3555e+01    291.168    104.090     16.000    33.0884    25.2981    1491.12 0.0000e+00
        867 25 May 2023 11:33:22     15.000     15.138    10.9527  37.078365     0.6514 3.9957e+01    291.196    104.139     15.000    33.0817    25.2904    1491.14 0.0000e+00
        896 25 May 2023 11:33:29     14.000     14.129    10.9762  37.089996     0.7093 4.9015e+01    291.818    104.404     14.000    33.0725    25.2790    1491.20 0.0000e+00
        925 25 May 2023 11:33:36     13.000     13.120    10.9918  37.096588     0.7168 5.9995e+01    292.805    104.770     13.000    33.0654    25.2707    1491.23 0.0000e+00
        953 25 May 2023 11:33:43     12.000     12.110    10.9961  37.098787     0.6959 7.3627e+01    291.601    104.349     12.000    33.0642    25.2690    1491.22 0.0000e+00
        981 25 May 2023 11:33:50     11.000     11.101    11.0010  37.102446     0.7388 9.2372e+01    292.122    104.557     11.000    33.0638    25.2679    1491.22 0.0000e+00
       1009 25 May 2023 11:33:57     10.000     10.092    11.0154  37.112168     0.7842 1.1648e+02    293.256    104.996     10.000    33.0609    25.2630    1491.25 0.0000e+00
       1037 25 May 2023 11:34:04      9.000      9.083    11.0290  37.119846     0.8289 1.4696e+02    293.603    105.158      9.000    33.0567    25.2574    1491.28 0.0000e+00
       1065 25 May 2023 11:34:11      8.000      8.074    11.0624  37.144517     0.8631 1.8434e+02    294.819    105.710      8.000    33.0516    25.2474    1491.37 0.0000e+00
       1093 25 May 2023 11:34:18      7.000      7.064    11.1113  37.177264     0.8639 2.2388e+02    295.765    106.113      7.000    33.0404    25.2300    1491.52 0.0000e+00
       1121 25 May 2023 11:34:25      6.000      6.055    11.1403  37.198807     0.8558 2.3316e+02    297.084    106.707      6.000    33.0361    25.2215    1491.60 0.0000e+00
       1149 25 May 2023 11:34:32      5.000      5.046    11.2232  37.267123     0.7568 1.9460e+02    299.149    107.753      5.000    33.0295    25.2015    1491.86 0.0000e+00
