       Scan DD MMM YYYY HH:MM:SS      DepSM       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-t00       SvCM       Flag
        670 25 May 2023 10:11:16     24.000     24.222    10.0110  36.742242     0.9267 9.2234e+00    286.691    100.773     24.000    33.6026    25.8590    1488.57 0.0000e+00
        691 25 May 2023 10:11:21     25.000     25.231    10.0097  36.742915     0.9014 7.7802e+00    285.939    100.511     25.000    33.6040    25.8603    1488.58 0.0000e+00
        711 25 May 2023 10:11:26     26.000     26.241    10.0111  36.744243     0.8169 6.5496e+00    284.858    100.132     26.000    33.6036    25.8598    1488.60 0.0000e+00
        731 25 May 2023 10:11:32     27.000     27.250    10.0113  36.744618     0.7380 5.5290e+00    284.919    100.149     27.000    33.6034    25.8595    1488.62 0.0000e+00
        752 25 May 2023 10:11:37     28.000     28.259    10.0091  36.744429     0.7896 4.6960e+00    284.922    100.153     28.000    33.6047    25.8609    1488.63 0.0000e+00
        772 25 May 2023 10:11:42     29.000     29.268    10.0111  36.745944     0.5901 3.9996e+00    286.490    100.708     29.000    33.6039    25.8600    1488.65 0.0000e+00
        793 25 May 2023 10:11:47     30.000     30.278    10.0129  36.747304     0.7340 3.3628e+00    284.498    100.012     30.000    33.6032    25.8591    1488.68 0.0000e+00
        825 25 May 2023 10:11:55     31.000     31.287    10.0155  36.752196     0.5022 2.8050e+00    278.643     97.961     31.000    33.6053    25.8603    1488.70 0.0000e+00
        833 25 May 2023 10:11:57     30.000     30.278    10.0164  36.751043     0.5888 3.3996e+00    281.379     98.917     30.000    33.6037    25.8590    1488.69 0.0000e+00
        852 25 May 2023 10:12:02     29.000     29.268    10.0149  36.749501     0.5879 4.0090e+00    282.668     99.368     29.000    33.6040    25.8594    1488.67 0.0000e+00
        871 25 May 2023 10:12:07     28.000     28.259    10.0141  36.748380     0.6119 4.7242e+00    281.918     99.106     28.000    33.6041    25.8596    1488.65 0.0000e+00
        891 25 May 2023 10:12:11     27.000     27.250    10.0153  36.748225     0.6899 5.6314e+00    281.732     99.051     27.000    33.6033    25.8588    1488.63 0.0000e+00
        910 25 May 2023 10:12:16     26.000     26.240    10.0212  36.749942     0.5741 6.7138e+00    282.840     99.448     26.000    33.6000    25.8552    1488.64 0.0000e+00
        929 25 May 2023 10:12:21     25.000     25.231    10.0246  36.751738     0.6298 8.0177e+00    282.803     99.435     25.000    33.5990    25.8539    1488.63 0.0000e+00
        948 25 May 2023 10:12:26     24.000     24.222    10.0255  36.750240     0.6910 9.5384e+00    282.510     99.340     24.000    33.5972    25.8523    1488.61 0.0000e+00
        968 25 May 2023 10:12:31     23.000     23.213    10.0307  36.751095     0.7913 1.1365e+01    283.095     99.591     23.000    33.5936    25.8487    1488.61 0.0000e+00
        987 25 May 2023 10:12:36     22.000     22.203    10.0593  36.754179     0.9234 1.3520e+01    285.219    100.383     22.000    33.5707    25.8259    1488.67 0.0000e+00
       1006 25 May 2023 10:12:40     21.000     21.194    10.0865  36.753847     0.7740 1.6072e+01    285.925    100.652     21.000    33.5456    25.8017    1488.72 0.0000e+00
       1025 25 May 2023 10:12:45     20.000     20.185    10.0991  36.752767     0.8636 1.9114e+01    286.313    100.805     20.000    33.5332    25.7900    1488.73 0.0000e+00
       1044 25 May 2023 10:12:50     19.000     19.175    10.1078  36.755411     0.8753 2.2982e+01    287.187    101.127     19.000    33.5282    25.7846    1488.74 0.0000e+00
       1062 25 May 2023 10:12:54     18.000     18.166    10.1157  36.758376     0.7914 2.7341e+01    286.570    100.928     18.000    33.5244    25.7802    1488.75 0.0000e+00
       1081 25 May 2023 10:12:59     17.000     17.157    10.1261  36.760647     0.7899 3.2620e+01    286.826    101.057     17.000    33.5176    25.7732    1488.76 0.0000e+00
       1099 25 May 2023 10:13:03     16.000     16.148    10.1474  36.767176     0.8085 3.9038e+01    286.746    101.065     16.000    33.5049    25.7597    1488.81 0.0000e+00
       1117 25 May 2023 10:13:08     15.000     15.138    10.1677  36.774467     0.7174 4.6483e+01    287.418    101.353     15.000    33.4940    25.7477    1488.85 0.0000e+00
       1135 25 May 2023 10:13:13     14.000     14.129    10.1958  36.784662     0.6727 5.4267e+01    288.138    101.798     14.000    33.4788    25.7311    1488.91 0.0000e+00
       1154 25 May 2023 10:13:17     13.000     13.120    10.3081  36.813385     0.7165 6.4111e+01    291.537    103.199     13.000    33.4048    25.6542    1489.21 0.0000e+00
       1173 25 May 2023 10:13:22     12.000     12.110    10.4222  36.833228     0.7054 7.1789e+01    293.612    104.083     12.000    33.3203    25.5688    1489.50 0.0000e+00
       1192 25 May 2023 10:13:27     11.000     11.101    10.5048  36.855438     0.7565 8.2995e+01    294.218    104.422     11.000    33.2676    25.5134    1489.71 0.0000e+00
       1211 25 May 2023 10:13:31     10.000     10.092    10.5677  36.876420     0.7186 9.6189e+01    294.003    104.434     10.000    33.2316    25.4745    1489.88 0.0000e+00
       1230 25 May 2023 10:13:36      9.000      9.083    10.6158  36.899312     0.7804 1.0473e+02    294.691    104.792      9.000    33.2112    25.4503    1490.01 0.0000e+00
       1249 25 May 2023 10:13:41      8.000      8.074    10.6764  36.911961     0.7366 1.0216e+02    295.714    105.168      8.000    33.1691    25.4069    1490.16 0.0000e+00
       1267 25 May 2023 10:13:45      7.000      7.064    10.6883  36.894807     0.6827 8.8220e+01    297.317    105.733      7.000    33.1416    25.3834    1490.15 0.0000e+00
       1285 25 May 2023 10:13:50      6.000      6.055    10.6923  36.875770     0.6151 7.5772e+01    298.624    106.244      6.000    33.1194    25.3654    1490.12 0.0000e+00
       1303 25 May 2023 10:13:54      5.000      5.046    10.7254  36.864084     0.5881 6.8805e+01    299.879    106.775      5.000    33.0782    25.3276    1490.17 0.0000e+00
       1321 25 May 2023 10:13:59      4.000      4.037    10.7755  36.862737     0.4617 7.0880e+01    301.779    107.525      4.000    33.0320    25.2828    1490.27 0.0000e+00
       1339 25 May 2023 10:14:03      3.000      3.028    10.8137  36.874309     0.3951 8.1695e+01    301.123    107.456      3.000    33.0094    25.2585    1490.37 0.0000e+00
       1357 25 May 2023 10:14:08      2.000      2.018    10.8954  36.921851     0.4149 1.0944e+02    301.977    108.175      2.000    32.9835    25.2240    1490.61 0.0000e+00
       1375 25 May 2023 10:14:13      1.000      1.009    11.1069  36.789620     0.8188 5.5373e+02    312.404    101.238      1.000    32.6650    24.9388    1490.95 0.0000e+00
