       Scan DD MMM YYYY HH:MM:SS      DepSM       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-t00       SvCM       Flag
        934 25 May 2023 11:49:53     27.000     27.250    10.9518  37.082892     0.7569 4.3659e+00    286.175    102.311     27.000    33.0818    25.2906    1491.34 0.0000e+00
        958 25 May 2023 11:49:59     28.000     28.259    10.9483  37.082128     0.6811 3.5875e+00    285.900    102.206     28.000    33.0838    25.2927    1491.34 0.0000e+00
        982 25 May 2023 11:50:05     29.000     29.268    10.9444  37.080849     0.6510 2.9490e+00    285.840    102.172     29.000    33.0856    25.2948    1491.35 0.0000e+00
       1006 25 May 2023 11:50:11     30.000     30.278    10.9389  37.077451     0.7458 2.4124e+00    286.735    102.491     30.000    33.0867    25.2967    1491.35 0.0000e+00
       1030 25 May 2023 11:50:17     31.000     31.287    10.9384  37.077953     0.8098 1.9963e+00    286.829    102.521     31.000    33.0872    25.2971    1491.36 0.0000e+00
       1054 25 May 2023 11:50:23     32.000     32.296    10.9371  37.077422     0.7086 1.6607e+00    286.598    102.436     32.000    33.0874    25.2976    1491.38 0.0000e+00
       1078 25 May 2023 11:50:29     33.000     33.306    10.9357  37.076960     0.7473 1.3823e+00    286.966    102.565     33.000    33.0878    25.2981    1491.39 0.0000e+00
       1102 25 May 2023 11:50:35     34.000     34.315    10.9342  37.076294     0.7105 1.1625e+00    286.945    102.541     34.000    33.0881    25.2985    1491.40 0.0000e+00
       1125 25 May 2023 11:50:41     35.000     35.324    10.9236  37.068896     0.7166 9.7133e-01    288.652    103.131     35.000    33.0899    25.3019    1491.38 0.0000e+00
       1149 25 May 2023 11:50:47     36.000     36.334    10.9144  37.064101     0.7386 8.1850e-01    289.311    103.350     36.000    33.0929    25.3058    1491.37 0.0000e+00
       1173 25 May 2023 11:50:53     37.000     37.343    10.9081  37.061379     0.7242 6.9643e-01    289.070    103.260     37.000    33.0955    25.3089    1491.37 0.0000e+00
       1198 25 May 2023 11:50:59     38.000     38.352    10.9064  37.061070     0.7325 5.7963e-01    289.244    103.321     38.000    33.0963    25.3099    1491.38 0.0000e+00
       1223 25 May 2023 11:51:06     39.000     39.362    10.9057  37.061853     0.7405 4.8955e-01    288.441    103.034     39.000    33.0972    25.3107    1491.39 0.0000e+00
       1248 25 May 2023 11:51:12     40.000     40.371    10.9053  37.062466     0.7657 4.1137e-01    288.761    103.147     40.000    33.0979    25.3113    1491.41 0.0000e+00
       1273 25 May 2023 11:51:18     41.000     41.381    10.9051  37.062579     0.8738 3.5144e-01    288.805    103.163     41.000    33.0977    25.3112    1491.43 0.0000e+00
       1297 25 May 2023 11:51:24     42.000     42.390    10.9050  37.063058     0.7420 2.9583e-01    289.055    103.252     42.000    33.0978    25.3113    1491.44 0.0000e+00
       1322 25 May 2023 11:51:30     43.000     43.400    10.9050  37.063237     0.9035 2.5211e-01    288.423    103.025     43.000    33.0975    25.3111    1491.46 0.0000e+00
       1360 25 May 2023 11:51:40     44.000     44.409    10.9055  37.064121     0.7247 2.1349e-01    288.705    103.128     44.000    33.0975    25.3110    1491.48 0.0000e+00
       1420 25 May 2023 11:51:55     45.000     45.418    10.9039  37.064431     0.7298 1.7944e-01    288.981    103.231     45.000    33.0989    25.3123    1491.49 0.0000e+00
       1421 25 May 2023 11:51:55     44.000     44.409    10.9062  37.065158     0.6955 2.1846e-01    288.848    103.180     44.000    33.0980    25.3112    1491.48 0.0000e+00
       1451 25 May 2023 11:52:03     43.000     43.399    10.9055  37.064660     0.6592 2.5490e-01    288.554    103.074     43.000    33.0985    25.3117    1491.46 0.0000e+00
       1482 25 May 2023 11:52:10     42.000     42.390    10.9054  37.063935     0.6570 2.9538e-01    288.322    102.993     42.000    33.0983    25.3116    1491.44 0.0000e+00
       1512 25 May 2023 11:52:18     41.000     41.381    10.9066  37.064459     0.6315 3.5279e-01    288.387    103.018     41.000    33.0982    25.3113    1491.43 0.0000e+00
       1543 25 May 2023 11:52:26     40.000     40.371    10.9068  37.064246     0.6380 4.1247e-01    288.519    103.064     40.000    33.0982    25.3113    1491.42 0.0000e+00
       1574 25 May 2023 11:52:33     39.000     39.362    10.9061  37.062960     0.6295 4.8839e-01    287.934    102.854     39.000    33.0980    25.3113    1491.40 0.0000e+00
       1605 25 May 2023 11:52:41     38.000     38.352    10.9062  37.062782     0.6383 5.8056e-01    288.731    103.140     38.000    33.0982    25.3114    1491.38 0.0000e+00
       1636 25 May 2023 11:52:49     37.000     37.343    10.9072  37.062463     0.6425 6.9654e-01    288.913    103.207     37.000    33.0975    25.3106    1491.37 0.0000e+00
       1667 25 May 2023 11:52:56     36.000     36.334    10.9078  37.061862     0.6338 8.3859e-01    288.714    103.136     36.000    33.0967    25.3099    1491.35 0.0000e+00
       1697 25 May 2023 11:53:04     35.000     35.324    10.9080  37.061210     0.6306 1.0010e+00    289.186    103.304     35.000    33.0963    25.3096    1491.33 0.0000e+00
       1728 25 May 2023 11:53:12     34.000     34.315    10.9087  37.061149     0.6163 1.1868e+00    289.271    103.346     34.000    33.0960    25.3092    1491.32 0.0000e+00
       1758 25 May 2023 11:53:19     33.000     33.306    10.9187  37.067605     0.6245 1.4203e+00    287.906    102.884     33.000    33.0939    25.3058    1491.33 0.0000e+00
       1788 25 May 2023 11:53:27     32.000     32.296    10.9305  37.075090     0.6090 1.7292e+00    285.732    102.125     32.000    33.0911    25.3016    1491.36 0.0000e+00
       1817 25 May 2023 11:53:34     31.000     31.287    10.9361  37.078223     0.6177 2.1008e+00    285.416    102.015     31.000    33.0896    25.2994    1491.36 0.0000e+00
       1847 25 May 2023 11:53:41     30.000     30.278    10.9358  37.076913     0.6302 2.5503e+00    285.808    102.156     30.000    33.0890    25.2990    1491.34 0.0000e+00
       1877 25 May 2023 11:53:49     29.000     29.268    10.9390  37.079239     0.6265 3.1651e+00    285.472    102.045     29.000    33.0889    25.2984    1491.33 0.0000e+00
       1906 25 May 2023 11:53:56     28.000     28.259    10.9417  37.080355     0.5704 3.8378e+00    285.574    102.086     28.000    33.0879    25.2971    1491.33 0.0000e+00
       1936 25 May 2023 11:54:04     27.000     27.250    10.9455  37.081804     0.6332 4.6525e+00    285.670    102.130     27.000    33.0865    25.2953    1491.32 0.0000e+00
       1965 25 May 2023 11:54:11     26.000     26.240    10.9494  37.083375     0.6508 5.6571e+00    285.366    102.026     26.000    33.0848    25.2933    1491.32 0.0000e+00
       1993 25 May 2023 11:54:18     25.000     25.231    10.9515  37.083547     0.7125 6.8924e+00    285.719    102.155     25.000    33.0836    25.2920    1491.31 0.0000e+00
       2023 25 May 2023 11:54:25     24.000     24.222    10.9544  37.082448     0.7327 8.3341e+00    286.973    102.609     24.000    33.0803    25.2889    1491.30 0.0000e+00
       2052 25 May 2023 11:54:33     23.000     23.213    10.9576  37.082260     0.9017 9.9118e+00    287.419    102.775     23.000    33.0777    25.2863    1491.29 0.0000e+00
       2081 25 May 2023 11:54:40     22.000     22.203    10.9627  37.084733     0.8600 1.1610e+01    288.977    103.344     22.000    33.0761    25.2842    1491.29 0.0000e+00
       2110 25 May 2023 11:54:47     21.000     21.194    10.9676  37.085632     0.8495 1.3666e+01    289.693    103.609     21.000    33.0729    25.2809    1491.28 0.0000e+00
       2140 25 May 2023 11:54:55     20.000     20.185    10.9745  37.090474     0.8606 1.6344e+01    289.995    103.737     20.000    33.0719    25.2789    1491.29 0.0000e+00
       2169 25 May 2023 11:55:02     19.000     19.176    10.9831  37.094212     0.8606 1.9445e+01    290.042    103.763     19.000    33.0683    25.2745    1491.30 0.0000e+00
       2198 25 May 2023 11:55:09     18.000     18.166    10.9863  37.094727     0.8462 2.2783e+01    290.230    103.833     18.000    33.0663    25.2724    1491.29 0.0000e+00
       2226 25 May 2023 11:55:16     17.000     17.157    10.9875  37.093954     0.7991 2.6641e+01    290.347    103.875     17.000    33.0649    25.2711    1491.28 0.0000e+00
       2255 25 May 2023 11:55:24     16.000     16.148    10.9872  37.091723     0.8256 3.0787e+01    289.606    103.608     16.000    33.0634    25.2700    1491.26 0.0000e+00
       2284 25 May 2023 11:55:31     15.000     15.138    10.9876  37.089584     0.8625 3.4556e+01    289.745    103.660     15.000    33.0614    25.2683    1491.24 0.0000e+00
       2313 25 May 2023 11:55:38     14.000     14.129    10.9894  37.089614     0.8160 3.7216e+01    289.876    103.710     14.000    33.0603    25.2672    1491.23 0.0000e+00
       2341 25 May 2023 11:55:45     13.000     13.120    10.9911  37.090120     0.8065 3.8100e+01    289.874    103.711     13.000    33.0597    25.2664    1491.22 0.0000e+00
       2369 25 May 2023 11:55:52     12.000     12.110    10.9920  37.090232     0.8249 3.9687e+01    289.800    103.689     12.000    33.0594    25.2660    1491.20 0.0000e+00
       2397 25 May 2023 11:55:59     11.000     11.101    10.9938  37.090171     0.8181 4.4610e+01    289.837    103.707     11.000    33.0581    25.2647    1491.19 0.0000e+00
       2425 25 May 2023 11:56:06     10.000     10.092    10.9981  37.092491     0.7890 4.9879e+01    290.290    103.898     10.000    33.0570    25.2631    1491.19 0.0000e+00
       2454 25 May 2023 11:56:13      9.000      9.083    11.0281  37.115194     0.8981 5.2446e+01    291.198    104.344      9.000    33.0529    25.2545    1491.27 0.0000e+00
       2482 25 May 2023 11:56:20      8.000      8.074    11.0809  37.151880     0.8582 5.5982e+01    292.671    104.983      8.000    33.0422    25.2368    1491.43 0.0000e+00
       2510 25 May 2023 11:56:27      7.000      7.065    11.1415  37.195511     0.8065 6.2887e+01    292.945    105.159      7.000    33.0314    25.2176    1491.61 0.0000e+00
       2538 25 May 2023 11:56:34      6.000      6.055    11.1666  37.212046     0.7361 7.1912e+01    293.140    105.312      6.000    33.0256    25.2086    1491.68 0.0000e+00
       2568 25 May 2023 11:56:42      5.000      5.046    11.2178  37.248481     0.6667 7.8347e+01    293.103    105.452      5.000    33.0160    25.1920    1491.83 0.0000e+00
       2597 25 May 2023 11:56:49      4.000      4.037    11.3336  37.348326     0.6023 7.1664e+01    293.662    106.149      4.000    33.0111    25.1673    1492.21 0.0000e+00
       2622 25 May 2023 11:56:55      3.000      3.028    11.5605  37.528223     0.5124 7.1960e+01    294.824    107.166      3.000    32.9855    25.1061    1492.95 0.0000e+00
       2645 25 May 2023 11:57:01      2.000      2.019    11.8280  37.714375     0.4366 8.4442e+01    296.115    108.193      2.000    32.9298    25.0136    1493.79 0.0000e+00
       2666 25 May 2023 11:57:06      1.000      1.009    12.0800  37.738072     0.2365 1.3245e+02    312.492    105.467      1.000    32.7317    24.8129    1494.41 0.0000e+00
