       Scan DD MMM YYYY HH:MM:SS      DepSM       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-t00       SvCM       Flag
         19 25 May 2023 11:46:04      0.130      0.131    12.2230   0.000915     0.0096 1.9965e+03    337.410    100.691      0.130     0.0064    -0.5215    1455.88 0.0000e+00
         20 25 May 2023 11:46:04      0.130      0.131    12.2229   0.000916     0.0255 1.9713e+03    337.380    100.682      0.130     0.0064    -0.5214    1455.88 0.0000e+00
         21 25 May 2023 11:46:05      0.130      0.131    12.2228   0.000920     0.0215 2.0044e+03    337.362    100.678      0.130     0.0064    -0.5214    1455.88 0.0000e+00
         22 25 May 2023 11:46:05      0.130      0.131    12.2227   0.000922     0.0156 2.0149e+03    337.467    100.709      0.130     0.0064    -0.5214    1455.88 0.0000e+00
         23 25 May 2023 11:46:05      0.130      0.131    12.2226   0.000922    -0.0072 2.0402e+03    337.309    100.663      0.130     0.0064    -0.5214    1455.88 0.0000e+00
         24 25 May 2023 11:46:05      0.130      0.131    12.2225   0.000922     0.0225 2.0608e+03    337.119    100.607      0.130     0.0064    -0.5214    1455.88 0.0000e+00
         25 25 May 2023 11:46:05      0.130      0.132    12.2224   0.000922     0.0215 2.0708e+03    337.272    100.652      0.130     0.0064    -0.5214    1455.88 0.0000e+00
         26 25 May 2023 11:46:07      0.131      0.132    12.2223   0.000924     0.0205 2.0858e+03    337.435    100.702      0.131     0.0064    -0.5214    1455.88 0.0000e+00
         27 25 May 2023 11:46:07      0.131      0.132    12.2222   0.000929     0.0156 2.0839e+03    337.357    100.679      0.131     0.0064    -0.5214    1455.87 0.0000e+00
         28 25 May 2023 11:46:07      0.131      0.132    12.2220   0.000932     0.0245 2.0599e+03    337.118    100.608      0.131     0.0064    -0.5213    1455.87 0.0000e+00
         29 25 May 2023 11:46:07      0.131      0.132    12.2219   0.000928     0.0285 2.0577e+03    337.269    100.652      0.131     0.0064    -0.5213    1455.87 0.0000e+00
         30 25 May 2023 11:46:07      0.132      0.133    12.2218   0.000923     0.0195 2.0626e+03    337.347    100.676      0.132     0.0064    -0.5213    1455.87 0.0000e+00
         31 25 May 2023 11:46:08      0.132      0.133    12.2217   0.000924     0.0275 2.0487e+03    337.310    100.665      0.132     0.0064    -0.5213    1455.87 0.0000e+00
         32 25 May 2023 11:46:08      0.132      0.133    12.2216   0.000925     0.0205 2.0505e+03    337.378    100.686      0.132     0.0064    -0.5213    1455.87 0.0000e+00
         33 25 May 2023 11:46:08      0.132      0.134    12.2215   0.000920     0.0245 2.0550e+03    337.350    100.678      0.132     0.0064    -0.5213    1455.87 0.0000e+00
         34 25 May 2023 11:46:08      0.132      0.134    12.2214   0.000915     0.0215 2.0514e+03    337.088    100.599      0.132     0.0064    -0.5213    1455.87 0.0000e+00
         35 25 May 2023 11:46:08      0.132      0.134    12.2213   0.000915     0.0265 2.0798e+03    337.348    100.676      0.132     0.0064    -0.5213    1455.87 0.0000e+00
         36 25 May 2023 11:46:08      0.132      0.134    12.2213   0.000922     0.0245 2.0972e+03    337.511    100.724      0.132     0.0064    -0.5213    1455.87 0.0000e+00
         37 25 May 2023 11:46:09      0.132      0.134    12.2213   0.000936     0.0225 1.4472e+03    337.446    100.704      0.132     0.0064    -0.5213    1455.87 0.0000e+00
         38 25 May 2023 11:46:09      0.133      0.134    12.2214   0.000960     0.0175 2.0176e+03    337.333    100.669      0.133     0.0064    -0.5213    1455.87 0.0000e+00
         39 25 May 2023 11:46:09      0.133      0.134    12.2215   0.001000     0.0245 2.0595e+03    337.330    100.667      0.133     0.0064    -0.5213    1455.87 0.0000e+00
         40 25 May 2023 11:46:09      0.133      0.134    12.2217   0.001062     0.0344 2.0415e+03    337.277    100.650      0.133     0.0064    -0.5213    1455.87 0.0000e+00
         41 25 May 2023 11:46:09      0.133      0.134    12.2219   0.001167     0.0185 2.0206e+03    337.417    100.692      0.133     0.0065    -0.5213    1455.87 0.0000e+00
         42 25 May 2023 11:46:11      0.133      0.134    12.2221   0.001340     0.0156 2.0096e+03    337.585    100.742      0.133     0.0065    -0.5213    1455.87 0.0000e+00
         43 25 May 2023 11:46:11      0.133      0.134    12.2222   0.001613     0.0235 2.0109e+03    337.657    100.764      0.133     0.0066    -0.5212    1455.88 0.0000e+00
         44 25 May 2023 11:46:11      0.133      0.135    12.2224   0.002057     0.0146 2.0079e+03    337.783    100.812      0.133     0.0068    -0.5211    1455.88 0.0000e+00
         45 25 May 2023 11:46:11      0.134      0.135    12.2225   0.002793     0.0195 2.0211e+03    321.806    100.818      0.134     0.0070    -0.5209    1455.88 0.0000e+00
         46 25 May 2023 11:46:11      0.134      0.136    12.2226   0.004011    -0.0063 2.0198e+03    274.150    100.806      0.134     0.0076    -0.5205    1455.88 0.0000e+00
         47 25 May 2023 11:46:12      0.135      0.136    12.2227   0.006033     0.0225 2.0131e+03    271.976    100.079      0.135     0.0085    -0.5198    1455.88 0.0000e+00
         48 25 May 2023 11:46:12      0.136      0.137    12.2227   0.009405     0.0195 2.0079e+03    271.250     99.844      0.136     0.0102    -0.5184    1455.88 0.0000e+00
         49 25 May 2023 11:46:12      0.137      0.138    12.2228   0.015020     0.0225 1.9800e+03    271.244     99.860      0.137     0.0132    -0.5161    1455.89 0.0000e+00
         50 25 May 2023 11:46:12      0.138      0.140    12.2228   0.024367     0.0166 1.9726e+03    272.522    100.094      0.138     0.0184    -0.5120    1455.89 0.0000e+00
         51 25 May 2023 11:46:12      0.140      0.141    12.2229   0.039946     0.0354 1.9800e+03    273.342    100.646      0.140     0.0274    -0.5050    1455.90 0.0000e+00
         52 25 May 2023 11:46:13      0.142      0.143    12.2229   0.065915     0.0136 1.9843e+03    275.900    101.587      0.142     0.0429    -0.4928    1455.92 0.0000e+00
         53 25 May 2023 11:46:13      0.144      0.146    12.2229   0.109195     0.0225 1.9774e+03    278.830    102.673      0.144     0.0695    -0.4720    1455.96 0.0000e+00
         54 25 May 2023 11:46:13      0.148      0.149    12.2229   0.181322     0.0205 1.9687e+03    282.110    103.867      0.148     0.1150    -0.4364    1456.01 0.0000e+00
         55 25 May 2023 11:46:13      0.152      0.153    12.2231   0.301540     0.0185 1.9865e+03    285.990    105.185      0.152     0.1926    -0.3757    1456.11 0.0000e+00
         56 25 May 2023 11:46:13      0.157      0.158    12.2236   0.501925     0.0294 1.9765e+03    288.996    106.176      0.157     0.3253    -0.2722    1456.28 0.0000e+00
         57 25 May 2023 11:46:13      0.163      0.165    12.2248   0.835915     0.0235 1.9730e+03    291.579    107.044      0.163     0.5522    -0.0953    1456.56 0.0000e+00
         58 25 May 2023 11:46:15      0.172      0.173    12.2269   1.392567     0.0245 2.0105e+03    293.951    107.823      0.172     0.9412     0.2076    1457.04 0.0000e+00
         59 25 May 2023 11:46:15      0.182      0.184    12.2307   2.320318     0.0136 2.0420e+03    296.045    108.488      0.182     1.6104     0.7276    1457.87 0.0000e+00
         60 25 May 2023 11:46:15      0.196      0.198    12.2372   3.866576     0.0156 2.0429e+03    297.487    108.880      0.196     2.7654     1.6233    1459.30 0.0000e+00
         61 25 May 2023 11:46:15      0.213      0.215    12.2481   6.443688     0.0225 2.0273e+03    298.668    109.195      0.213     4.7670     3.1720    1461.75 0.0000e+00
         62 25 May 2023 11:46:15      0.236      0.238    12.2661  10.738880     0.0324 2.0380e+03    299.311    109.344      0.236     8.2493     5.8605    1465.98 0.0000e+00
         63 25 May 2023 11:46:16      0.265      0.267    12.2916  17.236809     0.0126 2.0123e+03    299.421    109.321      0.265    13.7620    10.1104    1472.62 0.0000e+00
         64 25 May 2023 11:46:16      0.301      0.304    12.3203  24.467056     0.0185 1.9886e+03    299.033    109.138      0.301    20.1569    15.0403    1480.29 0.0000e+00
         65 25 May 2023 11:46:16      0.346      0.349    12.3463  29.931280     0.0225 1.9795e+03    298.251    108.819      0.346    25.1404    18.8856    1486.29 0.0000e+00
         66 25 May 2023 11:46:16      0.399      0.402    12.3666  33.200527     0.0156 3.2040e+02    297.423    108.501      0.399    28.1761    21.2300    1489.96 0.0000e+00
         67 25 May 2023 11:46:16      0.456      0.460    12.3807  35.144424     0.0156 2.4714e+02    296.709    108.232      0.456    29.9989    22.6385    1492.17 0.0000e+00
         68 25 May 2023 11:46:17      0.515      0.520    12.3891  36.308369     0.0066 2.3507e+02    295.890    107.925      0.515    31.0972    23.4876    1493.51 0.0000e+00
         69 25 May 2023 11:46:17      0.574      0.579    12.3921  37.029953    -0.0122 1.8897e+02    295.199    107.668      0.574    31.7824    24.0180    1494.34 0.0000e+00
         70 25 May 2023 11:46:17      0.631      0.637    12.3895  37.475056     0.0235 2.1812e+02    294.607    107.448      0.631    32.2099    24.3498    1494.84 0.0000e+00
         71 25 May 2023 11:46:17      0.685      0.691    12.3801  37.735722     0.0215 1.7841e+02    294.034    107.235      0.685    32.4675    24.5513    1495.11 0.0000e+00
         72 25 May 2023 11:46:17      0.737      0.743    12.3612  37.881859    63.0170 1.8199e+02    291.405    106.276      0.737    32.6239    24.6762    1495.23 0.0000e+00
         73 25 May 2023 11:46:17      0.785      0.792    12.3314  37.956795    62.9307 1.5857e+02    289.407    105.548      0.785    32.7217    24.7577    1495.25 0.0000e+00
         74 25 May 2023 11:46:19      0.830      0.837    12.2934  37.990932    62.9565 1.5221e+02    287.431    104.829      0.830    32.7877    24.8160    1495.20 0.0000e+00
         75 25 May 2023 11:46:19      0.870      0.878    12.2512  38.001583    62.9426 1.5271e+02    284.860    103.889      0.870    32.8350    24.8607    1495.11 0.0000e+00
         76 25 May 2023 11:46:19      0.905      0.913    12.2075  37.994247     1.2087 1.4392e+02    281.128    102.528      0.905    32.8663    24.8932    1495.00 0.0000e+00
         77 25 May 2023 11:46:19      0.933      0.941    12.1633  37.972637     1.2028 1.4846e+02    276.686    100.913      0.933    32.8843    24.9156    1494.87 0.0000e+00
         78 25 May 2023 11:46:19      0.955      0.964    12.1195  37.943485     0.4173 1.4624e+02    271.191     98.920      0.955    32.8947    24.9319    1494.74 0.0000e+00
         79 25 May 2023 11:46:20      0.972      0.981    12.0779  37.914577     0.4302 1.4471e+02    265.061     96.697      0.972    32.9034    24.9465    1494.60 0.0000e+00
         80 25 May 2023 11:46:20      0.986      0.995    12.0408  37.891071     0.4252 1.5358e+02    259.069     94.515      0.986    32.9134    24.9612    1494.49 0.0000e+00
         81 25 May 2023 11:46:20      0.997      1.006    12.0094  37.873974     0.4163 2.0598e+02    252.868     92.247      0.997    32.9246    24.9757    1494.39 0.0000e+00
         82 25 May 2023 11:46:20      1.006      1.015    11.9841  37.862099     0.5313 2.2446e+02    247.061     90.124      1.006    32.9354    24.9889    1494.32 0.0000e+00
         83 25 May 2023 11:46:20      1.013      1.022    11.9647  37.854118     0.5363 2.1542e+02    241.975     88.272      1.013    32.9449    24.9999    1494.27 0.0000e+00
         84 25 May 2023 11:46:21      1.019      1.028    11.9502  37.849350     0.4292 1.6113e+03    237.973     86.814      1.019    32.9530    25.0089    1494.23 0.0000e+00
         85 25 May 2023 11:46:21      1.024      1.033    11.9395  37.847305     0.4292 6.1915e+02    234.526     85.557      1.024    32.9605    25.0167    1494.20 0.0000e+00
         86 25 May 2023 11:46:21      1.028      1.037    11.9313  37.847343     0.3825 7.5682e+02    231.690     84.517      1.028    32.9678    25.0239    1494.18 0.0000e+00
         87 25 May 2023 11:46:21      1.031      1.040    11.9250  37.848835     0.3954 1.0732e+03    229.850     83.839      1.031    32.9749    25.0306    1494.16 0.0000e+00
         88 25 May 2023 11:46:21      1.033      1.043    11.9201  37.851124     0.3498 9.7029e+02    228.011     83.163      1.033    32.9814    25.0365    1494.16 0.0000e+00
         89 25 May 2023 11:46:23      1.036      1.045    11.9166  37.853542     0.3419 2.2591e+03    226.359     82.558      1.036    32.9869    25.0415    1494.15 0.0000e+00
         90 25 May 2023 11:46:23      1.038      1.047    11.9144  37.855457     0.3290 2.7470e+03    225.098     82.096      1.038    32.9907    25.0448    1494.15 0.0000e+00
         91 25 May 2023 11:46:23      1.039      1.049    11.9135  37.856373     0.7763 1.4249e+03    224.155     81.744      1.039    32.9923    25.0463    1494.15 0.0000e+00
         92 25 May 2023 11:46:23      1.041      1.050    11.9137  37.856159     0.7604 8.5900e+02    223.214     81.390      1.041    32.9920    25.0459    1494.15 0.0000e+00
         93 25 May 2023 11:46:23      1.041      1.051    11.9148  37.855076     0.0136 1.3301e+03    222.341     81.058      1.041    32.9900    25.0442    1494.15 0.0000e+00
         94 25 May 2023 11:46:23      1.042      1.052    11.9168  37.853638     0.0364 1.6527e+03    221.517     80.745      1.042    32.9867    25.0413    1494.15 0.0000e+00
         95 25 May 2023 11:46:24      1.043      1.052    11.9199  37.852295     0.0185 1.2440e+03    220.196     80.258      1.043    32.9827    25.0376    1494.16 0.0000e+00
         96 25 May 2023 11:46:24      1.044      1.053    11.9237  37.851196     0.0175 9.0549e+02    219.544     80.018      1.044    32.9783    25.0335    1494.16 0.0000e+00
         97 25 May 2023 11:46:24      1.044      1.054    11.9273  37.849998     0.0116 2.7554e+03    218.787     79.747      1.044    32.9739    25.0294    1494.17 0.0000e+00
         98 25 May 2023 11:46:24      1.045      1.054    11.9300  37.848099     0.0146 9.4619e+02    218.398     79.613      1.045    32.9697    25.0256    1494.18 0.0000e+00
         99 25 May 2023 11:46:24      1.045      1.055    11.9317  37.845440     0.0215 2.0912e+03    217.975     79.462      1.045    32.9656    25.0221    1494.18 0.0000e+00
        100 25 May 2023 11:46:25      1.045      1.055    11.9328  37.842678     0.0215 1.0271e+03    217.983     79.470      1.045    32.9620    25.0191    1494.18 0.0000e+00
        101 25 May 2023 11:46:25      1.045      1.055    11.9336  37.840305     0.0215 1.8775e+03    218.221     79.565      1.045    32.9589    25.0166    1494.18 0.0000e+00
        102 25 May 2023 11:46:25      1.045      1.055    11.9341  37.838264     0.0126 2.9013e+03    218.333     79.615      1.045    32.9566    25.0147    1494.17 0.0000e+00
        103 25 May 2023 11:46:25      1.044      1.054    11.9336  37.836418     0.0185 2.2375e+03    218.643     79.739      1.044    32.9552    25.0137    1494.17 0.0000e+00
        104 25 May 2023 11:46:25      1.044      1.053    11.9320  37.834763     0.0126 2.7751e+02    219.003     79.881      1.044    32.9550    25.0138    1494.17 0.0000e+00
        105 25 May 2023 11:46:27      1.043      1.053    11.9296  37.833374     0.0245 2.9266e+02    219.439     80.050      1.043    32.9558    25.0149    1494.16 0.0000e+00
        106 25 May 2023 11:46:27      1.043      1.053    11.9266  37.832306     0.0285 1.3978e+03    219.906     80.234      1.043    32.9574    25.0167    1494.15 0.0000e+00
        107 25 May 2023 11:46:27      1.043      1.052    11.9234  37.831310     0.0175 5.9707e+02    220.415     80.438      1.043    32.9593    25.0188    1494.14 0.0000e+00
        108 25 May 2023 11:46:27      1.043      1.052    11.9197  37.829754     0.0205 1.6333e+03    220.973     80.655      1.043    32.9610    25.0208    1494.13 0.0000e+00
        109 25 May 2023 11:46:27      1.042      1.052    11.9155  37.827068     0.0185 6.0642e+02    221.476     80.851      1.042    32.9621    25.0224    1494.12 0.0000e+00
        110 25 May 2023 11:46:28      1.042      1.051    11.9109  37.823406     0.0156 7.9309e+02    222.424     81.208      1.042    32.9626    25.0237    1494.10 0.0000e+00
        111 25 May 2023 11:46:28      1.041      1.051    11.9062  37.819656     0.0245 1.1819e+03    222.875     81.386      1.041    32.9632    25.0250    1494.09 0.0000e+00
        112 25 May 2023 11:46:28      1.041      1.050    11.9020  37.816658     0.0136 1.1264e+03    223.347     81.569      1.041    32.9640    25.0264    1494.07 0.0000e+00
        113 25 May 2023 11:46:28      1.041      1.050    11.8993  37.814735    -0.0072 2.6735e+03    223.659     81.692      1.041    32.9645    25.0273    1494.06 0.0000e+00
        114 25 May 2023 11:46:28      1.041      1.050    11.8985  37.813782     0.0096 3.2077e+03    223.958     81.808      1.041    32.9643    25.0273    1494.06 0.0000e+00
        115 25 May 2023 11:46:28      1.040      1.050    11.8997  37.813663     0.0265 2.1534e+03    224.273     81.930      1.040    32.9631    25.0262    1494.06 0.0000e+00
        116 25 May 2023 11:46:29      1.040      1.050    11.9022  37.814266     0.0205 9.9153e+02    224.524     82.028      1.040    32.9615    25.0244    1494.07 0.0000e+00
        117 25 May 2023 11:46:29      1.040      1.049    11.9056  37.815468     0.0215 6.0934e+02    224.556     82.048      1.040    32.9596    25.0224    1494.08 0.0000e+00
        118 25 May 2023 11:46:29      1.039      1.049    11.9098  37.817272     0.0205 1.4841e+03    224.545     82.059      1.039    32.9577    25.0201    1494.09 0.0000e+00
        119 25 May 2023 11:46:29      1.039      1.048    11.9148  37.819687     0.0215 1.6390e+03    224.383     82.015      1.039    32.9556    25.0175    1494.11 0.0000e+00
        120 25 May 2023 11:46:29      1.038      1.048    11.9208  37.822475     0.0215 5.2813e+02    224.315     82.003      1.038    32.9530    25.0144    1494.12 0.0000e+00
        121 25 May 2023 11:46:31      1.038      1.048    11.9276  37.825394     0.0195 5.5271e+02    224.105     81.938      1.038    32.9498    25.0106    1494.14 0.0000e+00
        122 25 May 2023 11:46:31      1.039      1.048    11.9351  37.828495     0.0195 8.8030e+02    223.844     81.852      1.039    32.9462    25.0064    1494.17 0.0000e+00
        123 25 May 2023 11:46:31      1.039      1.048    11.9432  37.831902     0.0294 7.5451e+02    223.603     81.771      1.039    32.9423    25.0019    1494.19 0.0000e+00
        124 25 May 2023 11:46:31      1.039      1.048    11.9519  37.835598     0.0106 2.8367e+03    223.320     81.674      1.039    32.9382    24.9971    1494.21 0.0000e+00
        125 25 May 2023 11:46:31      1.039      1.048    11.9609  37.839474     0.0215 2.2326e+03    222.992     81.561      1.039    32.9340    24.9921    1494.24 0.0000e+00
        126 25 May 2023 11:46:32      1.038      1.048    11.9698  37.843475     0.0166 8.9760e+02    222.643     81.440      1.038    32.9300    24.9874    1494.27 0.0000e+00
        127 25 May 2023 11:46:32      1.038      1.047    11.9782  37.847576     0.0235 5.8480e+02    221.897     81.171      1.038    32.9266    24.9832    1494.29 0.0000e+00
        128 25 May 2023 11:46:32      1.037      1.047    11.9860  37.851749     0.0225 1.3738e+03    221.474     81.018      1.037    32.9237    24.9794    1494.31 0.0000e+00
        129 25 May 2023 11:46:32      1.036      1.046    11.9935  37.855877     0.0156 5.1919e+02    220.947     80.822      1.036    32.9211    24.9760    1494.34 0.0000e+00
        130 25 May 2023 11:46:32      1.036      1.045    12.0003  37.859833     0.0136 2.1766e+03    220.555     80.671      1.036    32.9189    24.9730    1494.36 0.0000e+00
        131 25 May 2023 11:46:32      1.035      1.045    12.0066  37.863544     0.0205 1.1796e+03    220.185     80.528      1.035    32.9169    24.9703    1494.38 0.0000e+00
        132 25 May 2023 11:46:33      1.035      1.044    12.0125  37.866959    -0.0003 9.1946e+02    219.539     80.285      1.035    32.9150    24.9678    1494.39 0.0000e+00
        133 25 May 2023 11:46:33      1.034      1.044    12.0183  37.870071    -0.0023 3.2204e+03    219.230     80.166      1.034    32.9129    24.9650    1494.41 0.0000e+00
        134 25 May 2023 11:46:33      1.034      1.043    12.0245  37.872990     0.0225 3.0785e+03    219.080     80.106      1.034    32.9103    24.9619    1494.43 0.0000e+00
        135 25 May 2023 11:46:33      1.033      1.043    12.0314  37.875935     0.0275 8.2115e+02    218.701     79.962      1.033    32.9071    24.9581    1494.45 0.0000e+00
        136 25 May 2023 11:46:33      1.033      1.043    12.0390  37.879128    -0.0072 1.7240e+03    218.124     79.743      1.033    32.9034    24.9538    1494.47 0.0000e+00
        137 25 May 2023 11:46:34      1.033      1.043    12.0469  37.882629     0.0215 6.5466e+02    217.478     79.497      1.033    32.8999    24.9496    1494.49 0.0000e+00
        138 25 May 2023 11:46:34      1.033      1.043    12.0544  37.886292     0.0185 1.4760e+03    217.006     79.314      1.033    32.8968    24.9458    1494.52 0.0000e+00
        139 25 May 2023 11:46:34      1.033      1.043    12.0612  37.889881     0.0146 9.8504e+02    216.833     79.243      1.033    32.8942    24.9425    1494.54 0.0000e+00
        140 25 May 2023 11:46:34      1.033      1.042    12.0673  37.893238     0.0294 3.1219e+03    216.573     79.141      1.033    32.8921    24.9397    1494.55 0.0000e+00
        141 25 May 2023 11:46:34      1.032      1.041    12.0725  37.896275     0.0205 1.1581e+03    216.370     79.058      1.032    32.8905    24.9375    1494.57 0.0000e+00
        142 25 May 2023 11:46:36      1.031      1.041    12.0769  37.899025     0.0175 1.9231e+02    216.046     78.931      1.031    32.8892    24.9357    1494.58 0.0000e+00
        143 25 May 2023 11:46:36      1.031      1.040    12.0805  37.901535     0.0364 1.8033e+02    215.746     78.816      1.031    32.8885    24.9344    1494.60 0.0000e+00
        144 25 May 2023 11:46:36      1.030      1.040    12.0831  37.903744     0.0255 3.6033e+02    215.172     78.595      1.030    32.8884    24.9338    1494.60 0.0000e+00
        145 25 May 2023 11:46:36      1.030      1.039    12.0844  37.905552     0.0195 7.1624e+02    214.282     78.256      1.030    32.8889    24.9340    1494.61 0.0000e+00
        146 25 May 2023 11:46:36      1.030      1.039    12.0842  37.906841     0.0166 4.8622e+02    213.436     77.936      1.030    32.8903    24.9351    1494.61 0.0000e+00
        147 25 May 2023 11:46:37      1.030      1.039    12.0824  37.907494     0.0185 9.8117e+02    212.657     77.644      1.030    32.8926    24.9372    1494.61 0.0000e+00
        148 25 May 2023 11:46:37      1.030      1.039    12.0793  37.907379     0.0255 2.1497e+03    212.036     77.409      1.030    32.8952    24.9398    1494.60 0.0000e+00
        149 25 May 2023 11:46:37      1.029      1.039    12.0756  37.906391     0.0285 1.8046e+03    211.845     77.331      1.029    32.8975    24.9424    1494.59 0.0000e+00
        150 25 May 2023 11:46:37      1.029      1.039    12.0717  37.904648     0.0037 9.8483e+02    211.692     77.274      1.029    32.8993    24.9445    1494.58 0.0000e+00
        151 25 May 2023 11:46:37      1.030      1.039    12.0676  37.902550     0.0166 1.1276e+03    211.485     77.201      1.030    32.9009    24.9464    1494.57 0.0000e+00
        152 25 May 2023 11:46:37      1.030      1.039    12.0633  37.900478     0.0215 1.0560e+03    211.289     77.135      1.030    32.9027    24.9487    1494.55 0.0000e+00
        153 25 May 2023 11:46:38      1.030      1.040    12.0584  37.898598     0.0235 4.6582e+02    210.620     76.898      1.030    32.9051    24.9515    1494.54 0.0000e+00
        154 25 May 2023 11:46:38      1.031      1.041    12.0528  37.896889     0.0235 2.0276e+02    210.001     76.678      1.031    32.9084    24.9550    1494.52 0.0000e+00
        155 25 May 2023 11:46:38      1.031      1.041    12.0467  37.895187     0.0255 1.6958e+02    209.236     76.403      1.031    32.9121    24.9591    1494.51 0.0000e+00
        156 25 May 2023 11:46:38      1.031      1.041    12.0406  37.893250     0.0185 1.6752e+02    208.537     76.150      1.031    32.9157    24.9630    1494.49 0.0000e+00
        157 25 May 2023 11:46:38      1.031      1.041    12.0346  37.890869    -0.0053 1.8116e+02    207.961     75.942      1.031    32.9186    24.9664    1494.47 0.0000e+00
        158 25 May 2023 11:46:40      1.031      1.041    12.0289  37.888039     0.0126 1.6884e+02    207.559     75.797      1.031    32.9209    24.9693    1494.46 0.0000e+00
        159 25 May 2023 11:46:40      1.031      1.040    12.0232  37.884949    -0.0281 1.6122e+02    207.131     75.645      1.031    32.9230    24.9720    1494.44 0.0000e+00
        160 25 May 2023 11:46:40      1.031      1.040    12.0173  37.881954     0.0255 1.8399e+02    206.619     75.462      1.031    32.9253    24.9749    1494.42 0.0000e+00
        161 25 May 2023 11:46:40      1.031      1.041    12.0110  37.879318     0.0136 1.7003e+02    206.226     75.321      1.031    32.9283    24.9783    1494.40 0.0000e+00
        162 25 May 2023 11:46:40      1.032      1.041    12.0042  37.877094     0.0294 1.6587e+02    205.919     75.210      1.032    32.9322    24.9826    1494.39 0.0000e+00
        163 25 May 2023 11:46:41      1.032      1.041    11.9971  37.875092     0.0166 1.9080e+02    205.578     75.086      1.032    32.9365    24.9873    1494.37 0.0000e+00
        164 25 May 2023 11:46:41      1.032      1.041    11.9905  37.872993     0.0156 1.8638e+02    205.209     74.950      1.032    32.9403    24.9915    1494.35 0.0000e+00
        165 25 May 2023 11:46:41      1.032      1.041    11.9851  37.870525     0.0195 1.7436e+02    204.944     74.850      1.032    32.9427    24.9944    1494.33 0.0000e+00
        166 25 May 2023 11:46:41      1.031      1.041    11.9810  37.867634     0.0205 1.9306e+02    204.774     74.769      1.031    32.9435    24.9958    1494.32 0.0000e+00
        167 25 May 2023 11:46:41      1.031      1.041    11.9786  37.864666     0.0136 1.7911e+02    205.202     74.904      1.031    32.9428    24.9957    1494.31 0.0000e+00
