       Scan DD MMM YYYY HH:MM:SS      DepSM       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-t00       SvCM       Flag
        290 25 May 2023 10:09:42      5.090      5.136    10.7451  36.848682     0.4510 2.7486e+02    302.551    107.572      5.090    33.0450    25.2982    1490.20 0.0000e+00
        291 25 May 2023 10:09:42      5.140      5.187    10.7424  36.847862     0.4311 2.1903e+02    302.416    107.522      5.140    33.0465    25.2999    1490.19 0.0000e+00
        292 25 May 2023 10:09:42      5.192      5.240    10.7391  36.847313     0.7386 3.0662e+02    302.427    107.524      5.192    33.0489    25.3024    1490.18 0.0000e+00
        293 25 May 2023 10:09:42      5.244      5.292    10.7354  36.847176     0.7426 3.7235e+02    302.322    107.482      5.244    33.0522    25.3055    1490.18 0.0000e+00
        294 25 May 2023 10:09:42      5.295      5.344    10.7315  36.847500     0.2596 2.8853e+02    301.979    107.367      5.295    33.0560    25.3092    1490.17 0.0000e+00
        295 25 May 2023 10:09:43      5.347      5.396    10.7278  36.848267     0.2526 2.6663e+02    301.830    107.322      5.347    33.0600    25.3130    1490.16 0.0000e+00
        296 25 May 2023 10:09:43      5.397      5.447    10.7245  36.849346     0.5035 2.6674e+02    301.546    107.225      5.397    33.0641    25.3168    1490.15 0.0000e+00
        297 25 May 2023 10:09:43      5.447      5.497    10.7213  36.850681     0.5065 3.8309e+02    301.121    107.078      5.447    33.0683    25.3206    1490.15 0.0000e+00
        298 25 May 2023 10:09:43      5.498      5.549    10.7181  36.852222     0.6672 3.6215e+02    300.840    106.983      5.498    33.0727    25.3246    1490.14 0.0000e+00
        299 25 May 2023 10:09:43      5.549      5.600    10.7146  36.853874     0.6682 3.2005e+02    300.574    106.893      5.549    33.0775    25.3289    1490.14 0.0000e+00
        300 25 May 2023 10:09:43      5.601      5.653    10.7109  36.855553     0.5462 3.1595e+02    300.243    106.779      5.601    33.0825    25.3335    1490.13 0.0000e+00
        301 25 May 2023 10:09:44      5.654      5.706    10.7068  36.857121     0.5353 3.6565e+02    300.096    106.729      5.654    33.0878    25.3383    1490.12 0.0000e+00
        302 25 May 2023 10:09:44      5.707      5.759    10.7024  36.858410     0.6712 2.9075e+02    300.030    106.705      5.707    33.0930    25.3431    1490.12 0.0000e+00
        303 25 May 2023 10:09:44      5.759      5.812    10.6980  36.859314     0.6732 3.0938e+02    300.018    106.700      5.759    33.0979    25.3477    1490.11 0.0000e+00
        304 25 May 2023 10:09:44      5.811      5.865    10.6939  36.859913     0.6374 3.4870e+02    299.843    106.636      5.811    33.1022    25.3517    1490.10 0.0000e+00
        305 25 May 2023 10:09:44      5.862      5.916    10.6903  36.860397     0.6325 3.1789e+02    299.965    106.676      5.862    33.1059    25.3552    1490.09 0.0000e+00
        306 25 May 2023 10:09:46      5.912      5.967    10.6874  36.860992     0.7337 2.5876e+02    299.775    106.610      5.912    33.1091    25.3583    1490.09 0.0000e+00
        307 25 May 2023 10:09:46      5.961      6.015    10.6851  36.861744     0.7386 2.6172e+02    299.455    106.498      5.961    33.1119    25.3608    1490.08 0.0000e+00
        308 25 May 2023 10:09:46      6.008      6.064    10.6834  36.862656     0.7386 3.2986e+02    299.452    106.506      6.008    33.1144    25.3631    1490.08 0.0000e+00
        309 25 May 2023 10:09:46      6.056      6.111    10.6819  36.863918     0.7376 2.9285e+02    299.104    106.388      6.056    33.1169    25.3653    1490.08 0.0000e+00
        310 25 May 2023 10:09:46      6.103      6.159    10.6807  36.865925     0.6404 2.7673e+02    299.006    106.358      6.103    33.1200    25.3680    1490.08 0.0000e+00
        311 25 May 2023 10:09:47      6.151      6.208    10.6798  36.869118     0.6414 3.0642e+02    298.543    106.193      6.151    33.1241    25.3713    1490.08 0.0000e+00
        312 25 May 2023 10:09:47      6.200      6.257    10.6794  36.873287     0.6107 2.9900e+02    298.606    106.215      6.200    33.1285    25.3748    1490.09 0.0000e+00
        313 25 May 2023 10:09:47      6.249      6.307    10.6800  36.877213     0.6117 2.2392e+02    298.304    106.110      6.249    33.1319    25.3773    1490.09 0.0000e+00
        314 25 May 2023 10:09:47      6.298      6.356    10.6811  36.880234     0.5908 2.5780e+02    298.365    106.137      6.298    33.1339    25.3787    1490.10 0.0000e+00
        315 25 May 2023 10:09:47      6.348      6.406    10.6823  36.882912     0.5789 2.7211e+02    298.362    106.138      6.348    33.1354    25.3797    1490.11 0.0000e+00
        316 25 May 2023 10:09:47      6.398      6.457    10.6835  36.885544     0.5710 3.1539e+02    298.184    106.078      6.398    33.1370    25.3806    1490.11 0.0000e+00
        317 25 May 2023 10:09:48      6.448      6.507    10.6847  36.887722     0.6612 2.4909e+02    298.262    106.108      6.448    33.1380    25.3812    1490.12 0.0000e+00
        318 25 May 2023 10:09:48      6.498      6.558    10.6859  36.889164     0.6533 2.3003e+02    298.143    106.067      6.498    33.1384    25.3813    1490.13 0.0000e+00
        319 25 May 2023 10:09:48      6.550      6.610    10.6869  36.889935     0.7446 2.7348e+02    298.202    106.090      6.550    33.1383    25.3811    1490.13 0.0000e+00
        320 25 May 2023 10:09:48      6.602      6.663    10.6874  36.890343     0.7416 3.2019e+02    297.955    106.004      6.602    33.1381    25.3809    1490.13 0.0000e+00
        321 25 May 2023 10:09:48      6.655      6.716    10.6876  36.890682     0.7773 2.0998e+02    297.879    105.978      6.655    33.1383    25.3809    1490.13 0.0000e+00
        322 25 May 2023 10:09:50      6.709      6.771    10.6877  36.891033     0.7803 2.8690e+02    297.840    105.964      6.709    33.1386    25.3812    1490.14 0.0000e+00
        323 25 May 2023 10:09:50      6.764      6.826    10.6877  36.891811     0.7208 2.8809e+02    298.134    106.066      6.764    33.1393    25.3817    1490.14 0.0000e+00
        324 25 May 2023 10:09:50      6.818      6.881    10.6880  36.893375     0.7218 2.4898e+02    297.976    106.009      6.818    33.1405    25.3827    1490.14 0.0000e+00
        325 25 May 2023 10:09:50      6.871      6.934    10.6887  36.895493     0.7495 2.7764e+02    298.022    106.025      6.871    33.1420    25.3836    1490.15 0.0000e+00
        326 25 May 2023 10:09:50      6.923      6.987    10.6900  36.897659     0.7545 2.8652e+02    298.034    106.031      6.923    33.1429    25.3842    1490.15 0.0000e+00
        327 25 May 2023 10:09:51      6.974      7.038    10.6916  36.899292     0.7704 2.3854e+02    298.155    106.076      6.974    33.1431    25.3840    1490.16 0.0000e+00
        328 25 May 2023 10:09:51      7.023      7.088    10.6932  36.900234     0.7753 2.3692e+02    297.997    106.024      7.023    33.1426    25.3833    1490.17 0.0000e+00
        329 25 May 2023 10:09:51      7.073      7.138    10.6944  36.901043     0.8864 2.5068e+02    298.018    106.039      7.073    33.1423    25.3829    1490.17 0.0000e+00
        330 25 May 2023 10:09:51      7.123      7.189    10.6952  36.902328     0.8745 2.7910e+02    297.774    105.957      7.123    33.1428    25.3831    1490.17 0.0000e+00
        331 25 May 2023 10:09:51      7.174      7.240    10.6961  36.904018     0.8418 2.4042e+02    297.666    105.920      7.174    33.1437    25.3837    1490.18 0.0000e+00
        332 25 May 2023 10:09:52      7.224      7.291    10.6971  36.905594     0.8467 1.9540e+02    297.817    105.974      7.224    33.1443    25.3840    1490.18 0.0000e+00
        333 25 May 2023 10:09:52      7.274      7.341    10.6983  36.906868     0.8437 1.8720e+02    297.738    105.947      7.274    33.1445    25.3839    1490.19 0.0000e+00
        334 25 May 2023 10:09:52      7.324      7.391    10.6994  36.907936     0.8289 2.3455e+02    297.741    105.949      7.324    33.1445    25.3838    1490.19 0.0000e+00
        335 25 May 2023 10:09:52      7.372      7.440    10.7003  36.908840     0.7961 2.4275e+02    297.567    105.887      7.372    33.1445    25.3836    1490.20 0.0000e+00
        336 25 May 2023 10:09:52      7.420      7.488    10.7011  36.909626     0.7654 1.9395e+02    297.638    105.910      7.420    33.1446    25.3835    1490.20 0.0000e+00
        337 25 May 2023 10:09:52      7.467      7.536    10.7018  36.910351     0.7704 1.7666e+02    297.706    105.932      7.467    33.1447    25.3835    1490.21 0.0000e+00
        338 25 May 2023 10:09:54      7.514      7.584    10.7024  36.910873     0.9439 2.0007e+02    297.733    105.939      7.514    33.1446    25.3833    1490.21 0.0000e+00
        339 25 May 2023 10:09:54      7.562      7.632    10.7029  36.911037     0.9370 2.5853e+02    297.615    105.895      7.562    33.1444    25.3830    1490.21 0.0000e+00
        340 25 May 2023 10:09:54      7.611      7.681    10.7032  36.910923     0.6682 2.3568e+02    297.670    105.914      7.611    33.1440    25.3827    1490.21 0.0000e+00
        341 25 May 2023 10:09:54      7.661      7.732    10.7032  36.910912     0.6622 2.1942e+02    297.756    105.944      7.661    33.1439    25.3826    1490.21 0.0000e+00
        342 25 May 2023 10:09:54      7.713      7.784    10.7032  36.911377     0.8626 1.9009e+02    298.074    106.056      7.713    33.1443    25.3829    1490.21 0.0000e+00
        343 25 May 2023 10:09:55      7.765      7.836    10.7034  36.912258     0.8656 2.1322e+02    297.996    106.028      7.765    33.1450    25.3835    1490.22 0.0000e+00
        344 25 May 2023 10:09:55      7.817      7.889    10.7039  36.913441     0.9241 2.3574e+02    298.015    106.033      7.817    33.1458    25.3839    1490.22 0.0000e+00
        345 25 May 2023 10:09:55      7.869      7.941    10.7047  36.914944     0.9340 2.1369e+02    297.902    105.991      7.869    33.1465    25.3844    1490.23 0.0000e+00
        346 25 May 2023 10:09:55      7.920      7.993    10.7058  36.916683     0.8279 1.9802e+02    297.722    105.925      7.920    33.1472    25.3847    1490.23 0.0000e+00
        347 25 May 2023 10:09:55      7.971      8.045    10.7072  36.918308     0.8229 1.8128e+02    297.634    105.888      7.971    33.1475    25.3847    1490.24 0.0000e+00
        348 25 May 2023 10:09:56      8.022      8.096    10.7087  36.919334     0.7644 1.6932e+02    297.465    105.820      8.022    33.1472    25.3842    1490.24 0.0000e+00
        349 25 May 2023 10:09:56      8.074      8.148    10.7099  36.919830     0.7704 1.8504e+02    297.518    105.831      8.074    33.1466    25.3835    1490.25 0.0000e+00
        350 25 May 2023 10:09:56      8.125      8.200    10.7106  36.920212     0.7465 1.7884e+02    297.301    105.746      8.125    33.1462    25.3831    1490.25 0.0000e+00
        351 25 May 2023 10:09:56      8.177      8.253    10.7111  36.920509     0.7555 1.7935e+02    297.467    105.786      8.177    33.1461    25.3830    1490.25 0.0000e+00
        352 25 May 2023 10:09:56      8.230      8.306    10.7113  36.920448     0.8408 1.7899e+02    297.642    105.802      8.230    33.1458    25.3827    1490.25 0.0000e+00
        353 25 May 2023 10:09:58      8.283      8.359    10.7113  36.919941     0.8447 1.8687e+02    297.876    105.814      8.283    33.1453    25.3822    1490.25 0.0000e+00
        354 25 May 2023 10:09:58      8.335      8.412    10.7111  36.919228     0.7971 1.9176e+02    298.096    105.806      8.335    33.1448    25.3819    1490.25 0.0000e+00
        355 25 May 2023 10:09:58      8.387      8.464    10.7105  36.918598     0.7823 1.7539e+02    298.601    105.913      8.387    33.1446    25.3819    1490.25 0.0000e+00
        356 25 May 2023 10:09:58      8.438      8.516    10.7098  36.918182     0.9568 1.7550e+02    298.686    105.895      8.438    33.1449    25.3822    1490.25 0.0000e+00
        357 25 May 2023 10:09:58      8.489      8.567    10.7089  36.917999     0.9538 1.9587e+02    298.765    105.881      8.489    33.1454    25.3828    1490.25 0.0000e+00
        358 25 May 2023 10:09:58      8.540      8.618    10.7081  36.917969     0.9281 1.9264e+02    298.653    105.808      8.540    33.1461    25.3835    1490.25 0.0000e+00
        359 25 May 2023 10:09:59      8.590      8.669    10.7072  36.918037     0.8844 1.6328e+02    298.303    105.657      8.590    33.1470    25.3843    1490.25 0.0000e+00
        360 25 May 2023 10:09:59      8.641      8.720    10.7061  36.918346     0.8854 1.5023e+02    297.868    105.479      8.641    33.1483    25.3855    1490.24 0.0000e+00
        361 25 May 2023 10:09:59      8.691      8.771    10.7045  36.919037     0.8735 1.5719e+02    297.335    105.272      8.691    33.1504    25.3874    1490.24 0.0000e+00
        362 25 May 2023 10:09:59      8.741      8.822    10.7024  36.919998     0.8705 1.8207e+02    296.836    105.083      8.741    33.1532    25.3900    1490.24 0.0000e+00
        363 25 May 2023 10:09:59      8.791      8.872    10.6996  36.921070     0.7902 1.8880e+02    295.989    104.769      8.791    33.1568    25.3933    1490.23 0.0000e+00
        364 25 May 2023 10:10:00      8.840      8.921    10.6959  36.922005     0.7753 1.6711e+02    295.264    104.495      8.840    33.1611    25.3973    1490.23 0.0000e+00
        365 25 May 2023 10:10:00      8.888      8.970    10.6909  36.922466     1.0183 1.5416e+02    294.500    104.204      8.888    33.1661    25.4021    1490.22 0.0000e+00
        366 25 May 2023 10:10:00      8.936      9.018    10.6842  36.922203     1.0193 1.5079e+02    293.683    103.899      8.936    33.1718    25.4077    1490.20 0.0000e+00
        367 25 May 2023 10:10:00      8.983      9.066    10.6755  36.920940     0.9786 1.5850e+02    292.892    103.607      8.983    33.1785    25.4144    1490.18 0.0000e+00
        368 25 May 2023 10:10:00      9.031      9.114    10.6637  36.918175     0.9866 1.6638e+02    292.263    103.373      9.031    33.1864    25.4226    1490.15 0.0000e+00
        369 25 May 2023 10:10:02      9.079      9.163    10.6474  36.913177     0.9271 1.6368e+02    291.622    103.134      9.079    33.1963    25.4331    1490.10 0.0000e+00
        370 25 May 2023 10:10:02      9.129      9.213    10.6255  36.905548     0.9261 1.5798e+02    291.075    102.928      9.129    33.2085    25.4465    1490.04 0.0000e+00
        371 25 May 2023 10:10:02      9.180      9.264    10.5984  36.896370     1.2335 1.5105e+02    290.713    102.785      9.180    33.2240    25.4633    1489.96 0.0000e+00
        372 25 May 2023 10:10:02      9.232      9.317    10.5681  36.887455     1.2415 1.3846e+02    290.478    102.690      9.232    33.2426    25.4830    1489.88 0.0000e+00
        373 25 May 2023 10:10:02      9.285      9.371    10.5384  36.879341     0.9886 1.4096e+02    290.171    102.573      9.285    33.2616    25.5029    1489.80 0.0000e+00
        374 25 May 2023 10:10:02      9.338      9.424    10.5117  36.871986     0.9886 1.4557e+02    290.007    102.510      9.338    33.2786    25.5208    1489.72 0.0000e+00
        375 25 May 2023 10:10:03      9.390      9.477    10.4884  36.865772     0.8755 1.5774e+02    289.751    102.416      9.390    33.2936    25.5366    1489.66 0.0000e+00
        376 25 May 2023 10:10:03      9.442      9.529    10.4684  36.860699     0.8715 1.3992e+02    289.786    102.427      9.442    33.3068    25.5503    1489.61 0.0000e+00
        377 25 May 2023 10:10:03      9.494      9.581    10.4515  36.856419     0.9558 1.2694e+02    289.577    102.355      9.494    33.3179    25.5619    1489.56 0.0000e+00
        378 25 May 2023 10:10:03      9.544      9.632    10.4371  36.852810     0.9548 1.2458e+02    289.463    102.315      9.544    33.3274    25.5718    1489.52 0.0000e+00
        379 25 May 2023 10:10:03      9.595      9.683    10.4250  36.849621     0.8209 1.4029e+02    289.448    102.312      9.595    33.3353    25.5800    1489.49 0.0000e+00
        380 25 May 2023 10:10:04      9.645      9.734    10.4146  36.846336     0.7168 1.5416e+02    289.422    102.305      9.645    33.3415    25.5866    1489.46 0.0000e+00
        381 25 May 2023 10:10:04      9.696      9.785    10.4052  36.842831     0.7168 1.4069e+02    289.358    102.284      9.696    33.3466    25.5922    1489.43 0.0000e+00
        382 25 May 2023 10:10:04      9.746      9.836    10.3961  36.839413     0.8447 1.2938e+02    289.299    102.263      9.746    33.3515    25.5976    1489.41 0.0000e+00
        383 25 May 2023 10:10:04      9.796      9.886    10.3872  36.836380     0.8487 1.2534e+02    289.327    102.272      9.796    33.3566    25.6031    1489.38 0.0000e+00
        384 25 May 2023 10:10:04      9.845      9.935    10.3788  36.833729     0.8358 1.2739e+02    289.274    102.252      9.845    33.3616    25.6084    1489.36 0.0000e+00
        385 25 May 2023 10:10:06      9.893      9.984    10.3712  36.831261     0.8318 1.3311e+02    289.380    102.291      9.893    33.3661    25.6133    1489.34 0.0000e+00
        386 25 May 2023 10:10:06      9.941     10.032    10.3641  36.828888     0.8566 1.3731e+02    289.513    102.339      9.941    33.3702    25.6177    1489.32 0.0000e+00
        387 25 May 2023 10:10:06      9.988     10.080    10.3573  36.826641     0.8646 1.2750e+02    289.570    102.360      9.988    33.3742    25.6219    1489.30 0.0000e+00
        388 25 May 2023 10:10:06     10.036     10.129    10.3507  36.824532     0.7108 1.1917e+02    289.888    102.474     10.036    33.3781    25.6261    1489.28 0.0000e+00
        389 25 May 2023 10:10:06     10.085     10.178    10.3445  36.822727     0.7138 1.0892e+02    289.916    102.485     10.085    33.3819    25.6301    1489.27 0.0000e+00
        390 25 May 2023 10:10:07     10.135     10.229    10.3390  36.821381     0.6216 1.1392e+02    290.044    102.532     10.135    33.3856    25.6339    1489.25 0.0000e+00
        391 25 May 2023 10:10:07     10.186     10.280    10.3345  36.820469     0.6255 1.2523e+02    290.073    102.541     10.186    33.3888    25.6372    1489.24 0.0000e+00
        392 25 May 2023 10:10:07     10.237     10.332    10.3310  36.819984     0.7128 1.2744e+02    289.904    102.480     10.237    33.3915    25.6399    1489.23 0.0000e+00
        393 25 May 2023 10:10:07     10.288     10.383    10.3286  36.819939     0.7039 1.2231e+02    290.186    102.577     10.288    33.3936    25.6420    1489.23 0.0000e+00
        394 25 May 2023 10:10:07     10.338     10.433    10.3271  36.820210     0.9072 1.1241e+02    290.013    102.514     10.338    33.3952    25.6435    1489.22 0.0000e+00
        395 25 May 2023 10:10:07     10.387     10.483    10.3265  36.820595     0.9033 1.0887e+02    290.213    102.584     10.387    33.3962    25.6444    1489.22 0.0000e+00
        396 25 May 2023 10:10:08     10.435     10.531    10.3264  36.821026     1.1046 1.1813e+02    290.089    102.540     10.435    33.3967    25.6448    1489.22 0.0000e+00
        397 25 May 2023 10:10:08     10.483     10.579    10.3266  36.821457     1.1234 1.2428e+02    290.128    102.555     10.483    33.3969    25.6449    1489.23 0.0000e+00
        398 25 May 2023 10:10:08     10.531     10.628    10.3271  36.821747     0.8011 1.2008e+02    290.342    102.631     10.531    33.3967    25.6447    1489.23 0.0000e+00
        399 25 May 2023 10:10:08     10.580     10.677    10.3276  36.821846     0.8001 1.1041e+02    290.562    102.710     10.580    33.3963    25.6443    1489.23 0.0000e+00
        400 25 May 2023 10:10:08     10.630     10.728    10.3280  36.821865     0.9271 1.0483e+02    290.696    102.757     10.630    33.3960    25.6440    1489.23 0.0000e+00
        401 25 May 2023 10:10:09     10.682     10.780    10.3282  36.821957     0.9201 1.0495e+02    290.845    102.809     10.682    33.3959    25.6438    1489.23 0.0000e+00
        402 25 May 2023 10:10:09     10.734     10.833    10.3283  36.822205     0.8943 1.0724e+02    290.965    102.852     10.734    33.3960    25.6439    1489.24 0.0000e+00
        403 25 May 2023 10:10:09     10.786     10.886    10.3285  36.822586     0.8477 1.0950e+02    290.759    102.777     10.786    33.3961    25.6440    1489.24 0.0000e+00
        404 25 May 2023 10:10:09     10.837     10.937    10.3289  36.823021     0.8358 1.0918e+02    290.984    102.854     10.837    33.3963    25.6440    1489.24 0.0000e+00
        405 25 May 2023 10:10:09     10.886     10.986    10.3292  36.823479     0.7475 1.0622e+02    291.027    102.863     10.886    33.3964    25.6440    1489.24 0.0000e+00
        406 25 May 2023 10:10:11     10.934     11.034    10.3297  36.823841     0.7446 1.0315e+02    291.092    102.877     10.934    33.3963    25.6439    1489.24 0.0000e+00
        407 25 May 2023 10:10:11     10.980     11.081    10.3300  36.823944     0.7098 1.0232e+02    291.037    102.847     10.980    33.3960    25.6437    1489.25 0.0000e+00
        408 25 May 2023 10:10:11     11.027     11.128    10.3303  36.823780     0.7198 1.0283e+02    291.046    102.840     11.027    33.3956    25.6433    1489.25 0.0000e+00
        409 25 May 2023 10:10:11     11.074     11.176    10.3303  36.823456     0.6384 1.0256e+02    290.944    102.785     11.074    33.3953    25.6430    1489.25 0.0000e+00
        410 25 May 2023 10:10:11     11.121     11.224    10.3300  36.823109     0.6384 1.0367e+02    290.804    102.714     11.121    33.3952    25.6430    1489.25 0.0000e+00
        411 25 May 2023 10:10:12     11.170     11.273    10.3295  36.822887     0.6603 9.6683e+01    290.811    102.700     11.170    33.3954    25.6432    1489.25 0.0000e+00
        412 25 May 2023 10:10:12     11.219     11.322    10.3290  36.822853     0.6533 9.4261e+01    290.710    102.655     11.219    33.3958    25.6436    1489.25 0.0000e+00
        413 25 May 2023 10:10:12     11.268     11.372    10.3286  36.822971     0.5323 9.5193e+01    290.674    102.632     11.268    33.3962    25.6440    1489.25 0.0000e+00
        414 25 May 2023 10:10:12     11.317     11.421    10.3285  36.823166     0.5264 9.5946e+01    290.483    102.554     11.317    33.3966    25.6443    1489.25 0.0000e+00
        415 25 May 2023 10:10:12     11.364     11.469    10.3284  36.823345     0.8785 9.7107e+01    290.590    102.577     11.364    33.3968    25.6445    1489.25 0.0000e+00
        416 25 May 2023 10:10:12     11.411     11.516    10.3284  36.823452     0.8785 9.4014e+01    290.519    102.542     11.411    33.3968    25.6445    1489.25 0.0000e+00
        417 25 May 2023 10:10:13     11.458     11.563    10.3284  36.823429     0.7783 9.4861e+01    290.410    102.499     11.458    33.3968    25.6445    1489.25 0.0000e+00
        418 25 May 2023 10:10:13     11.504     11.610    10.3282  36.823196     0.7813 9.5631e+01    290.754    102.616     11.504    33.3967    25.6445    1489.25 0.0000e+00
        419 25 May 2023 10:10:13     11.552     11.658    10.3277  36.822769     0.6603 9.3154e+01    290.663    102.575     11.552    33.3967    25.6446    1489.25 0.0000e+00
        420 25 May 2023 10:10:13     11.601     11.707    10.3268  36.822147     0.6513 9.0147e+01    290.880    102.633     11.601    33.3969    25.6449    1489.25 0.0000e+00
        421 25 May 2023 10:10:13     11.650     11.758    10.3253  36.821255     0.8765 8.8468e+01    290.818    102.591     11.650    33.3974    25.6455    1489.24 0.0000e+00
        422 25 May 2023 10:10:15     11.701     11.809    10.3230  36.820030     0.8785 9.1119e+01    290.973    102.630     11.701    33.3982    25.6465    1489.23 0.0000e+00
        423 25 May 2023 10:10:15     11.752     11.860    10.3198  36.818447     0.8318 9.3870e+01    290.876    102.585     11.752    33.3996    25.6482    1489.23 0.0000e+00
        424 25 May 2023 10:10:15     11.803     11.912    10.3154  36.816536     0.8309 9.3399e+01    290.825    102.561     11.803    33.4016    25.6505    1489.21 0.0000e+00
        425 25 May 2023 10:10:15     11.854     11.963    10.3101  36.814278     0.8021 8.6819e+01    290.664    102.501     11.854    33.4043    25.6535    1489.20 0.0000e+00
        426 25 May 2023 10:10:15     11.904     12.014    10.3037  36.811638     0.9211 8.4533e+01    290.614    102.480     11.904    33.4074    25.6570    1489.18 0.0000e+00
        427 25 May 2023 10:10:16     11.954     12.065    10.2963  36.808964     0.9042 8.4256e+01    290.393    102.398     11.954    33.4116    25.6615    1489.16 0.0000e+00
        428 25 May 2023 10:10:16     12.005     12.116    10.2882  36.806652     0.6622 8.5071e+01    290.464    102.421     12.005    33.4166    25.6669    1489.14 0.0000e+00
        429 25 May 2023 10:10:16     12.057     12.168    10.2804  36.804646     0.6493 8.7219e+01    290.367    102.387     12.057    33.4217    25.6722    1489.12 0.0000e+00
        430 25 May 2023 10:10:16     12.110     12.221    10.2734  36.802711     0.6593 8.4644e+01    290.080    102.286     12.110    33.4263    25.6769    1489.10 0.0000e+00
        431 25 May 2023 10:10:16     12.163     12.275    10.2669  36.800735     0.6563 8.0210e+01    290.101    102.292     12.163    33.4302    25.6811    1489.08 0.0000e+00
        432 25 May 2023 10:10:16     12.215     12.328    10.2605  36.798847     0.6434 7.8132e+01    289.867    102.208     12.215    33.4341    25.6852    1489.06 0.0000e+00
        433 25 May 2023 10:10:17     12.268     12.381    10.2544  36.797249     0.6384 7.8235e+01    289.670    102.136     12.268    33.4382    25.6895    1489.05 0.0000e+00
        434 25 May 2023 10:10:17     12.318     12.432    10.2486  36.795834     0.7039 7.8355e+01    289.542    102.089     12.318    33.4420    25.6934    1489.03 0.0000e+00
        435 25 May 2023 10:10:17     12.368     12.482    10.2435  36.794109     0.7039 7.9948e+01    289.490    102.068     12.368    33.4450    25.6966    1489.02 0.0000e+00
        436 25 May 2023 10:10:17     12.416     12.530    10.2385  36.791809     0.7208 7.9616e+01    289.292    101.995     12.416    33.4473    25.6993    1489.00 0.0000e+00
        437 25 May 2023 10:10:17     12.463     12.578    10.2327  36.789127     0.7247 7.6476e+01    289.378    102.026     12.463    33.4498    25.7022    1488.99 0.0000e+00
        438 25 May 2023 10:10:19     12.510     12.626    10.2261  36.786438     0.6811 7.4952e+01    289.275    101.991     12.510    33.4532    25.7060    1488.97 0.0000e+00
        439 25 May 2023 10:10:19     12.558     12.674    10.2189  36.784180     0.6821 7.3572e+01    289.243    101.980     12.558    33.4575    25.7106    1488.95 0.0000e+00
        440 25 May 2023 10:10:19     12.608     12.724    10.2122  36.782520     0.6573 7.4936e+01    289.242    101.976     12.608    33.4621    25.7153    1488.93 0.0000e+00
        441 25 May 2023 10:10:19     12.658     12.775    10.2065  36.781315     0.6553 7.5133e+01    289.229    101.968     12.658    33.4661    25.7194    1488.92 0.0000e+00
        442 25 May 2023 10:10:19     12.709     12.827    10.2021  36.780396     0.6493 7.3749e+01    289.179    101.949     12.709    33.4692    25.7226    1488.90 0.0000e+00
        443 25 May 2023 10:10:20     12.761     12.878    10.1987  36.779671     0.6493 7.3299e+01    289.146    101.935     12.761    33.4716    25.7250    1488.90 0.0000e+00
        444 25 May 2023 10:10:20     12.812     12.930    10.1961  36.779190     0.6930 7.1666e+01    289.314    101.990     12.812    33.4735    25.7269    1488.89 0.0000e+00
        445 25 May 2023 10:10:20     12.863     12.981    10.1939  36.779003     0.6940 7.2359e+01    289.399    102.015     12.863    33.4753    25.7287    1488.89 0.0000e+00
        446 25 May 2023 10:10:20     12.913     13.032    10.1924  36.778957     0.6612 7.1337e+01    289.491    102.043     12.913    33.4766    25.7300    1488.88 0.0000e+00
        447 25 May 2023 10:10:20     12.963     13.082    10.1913  36.778824     1.0877 7.0253e+01    289.365    101.997     12.963    33.4775    25.7308    1488.88 0.0000e+00
        448 25 May 2023 10:10:21     13.013     13.133    10.1905  36.778519     1.1026 6.9947e+01    289.510    102.047     13.013    33.4779    25.7313    1488.88 0.0000e+00
        449 25 May 2023 10:10:21     13.064     13.185    10.1898  36.778111     0.7465 6.9247e+01    289.317    101.978     13.064    33.4781    25.7316    1488.88 0.0000e+00
        450 25 May 2023 10:10:21     13.117     13.238    10.1890  36.777687     0.7485 6.8779e+01    289.548    102.058     13.117    33.4784    25.7320    1488.88 0.0000e+00
        451 25 May 2023 10:10:21     13.170     13.292    10.1881  36.777332     0.7505 6.7409e+01    289.352    101.987     13.170    33.4789    25.7325    1488.87 0.0000e+00
        452 25 May 2023 10:10:21     13.224     13.346    10.1871  36.777012     0.7525 6.6124e+01    289.295    101.965     13.224    33.4794    25.7331    1488.87 0.0000e+00
        453 25 May 2023 10:10:21     13.277     13.399    10.1861  36.776791     0.6285 6.5247e+01    289.267    101.953     13.277    33.4800    25.7337    1488.87 0.0000e+00
        454 25 May 2023 10:10:23     13.329     13.452    10.1853  36.776768     0.6315 6.5864e+01    289.257    101.948     13.329    33.4808    25.7344    1488.87 0.0000e+00
        455 25 May 2023 10:10:23     13.380     13.503    10.1847  36.776768     0.7783 6.6268e+01    289.264    101.949     13.380    33.4813    25.7350    1488.87 0.0000e+00
        456 25 May 2023 10:10:23     13.429     13.553    10.1842  36.776516     0.7763 6.5404e+01    289.541    102.045     13.429    33.4815    25.7352    1488.87 0.0000e+00
        457 25 May 2023 10:10:23     13.479     13.603    10.1836  36.775997     1.2534 6.3418e+01    289.482    102.023     13.479    33.4814    25.7352    1488.87 0.0000e+00
        458 25 May 2023 10:10:23     13.529     13.653    10.1828  36.775429     1.2762 6.1856e+01    289.423    102.000     13.529    33.4817    25.7356    1488.86 0.0000e+00
